metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.03,Controls,-0.0015596250879206287,0.957,1.6769083518152694,-0.009056940701198892,-0.0011457516658244103,0.08600000000000008,0.17200000000000015,False
d,0.03,Coma,-0.0031519982463584623,0.6685,0.47743711242905396,-0.010483603922486822,0.0007329050435667743,0.663,0.663,False
d,0.05,Controls,-0.0004852349925924321,0.9678,1.8128563835540428,-0.005288385144994672,-0.0003741794870987824,0.06440000000000001,0.12880000000000003,False
d,0.05,Coma,-0.00228698533271603,0.5474,0.1369576002293154,-0.006178834421829785,0.0008770069507132854,0.9052,0.9052,False
d,0.1,Controls,0.00015717389026121697,0.9867,2.0991066823265774,-0.002820175603438792,2.3447106413844497e-05,0.026599999999999957,0.053199999999999914,False
d,0.1,Coma,-0.0016956248360044698,0.3455,-0.3966734491073372,-0.0033669798653641267,0.0007569310468693303,0.691,0.691,False
d,0.15,Controls,0.00036094965846652366,0.9914,2.254180252703075,-0.0019663754199805957,0.00018182264268322976,0.017200000000000104,0.03440000000000021,True
d,0.15,Coma,-0.0014497054293525927,0.2211,-0.7700850254707908,-0.0024274945671463144,0.0007170381459396194,0.4422,0.4422,False
d,0.2,Controls,0.00044833508237438234,0.9946,2.4044888989350808,-0.0015549548324158993,0.0002256384728590919,0.01079999999999992,0.02159999999999984,True
d,0.2,Coma,-0.0012727045061046017,0.1687,-0.9703944105977539,-0.0019454409481726954,0.0006778337719663029,0.3374,0.3374,False
d,0.25,Controls,0.00048354556979522017,0.9956,2.500092422006794,-0.0013099338277351596,0.00025487478899659954,0.008799999999999919,0.017599999999999838,True
d,0.25,Coma,-0.00114100462196533,0.1427,-1.085482081519243,-0.0016631384198964405,0.0006515064555121906,0.2854,0.2854,False
d,0.3,Controls,0.0005313019274763961,0.9972,2.621239932773053,-0.0011438110570433679,0.0002796234581128229,0.005600000000000049,0.011200000000000099,True
d,0.3,Coma,-0.0010661283245492863,0.116,-1.206993362656272,-0.0014743117104354098,0.0006416466500799466,0.232,0.232,False
d,0.35,Controls,0.0005520575996581595,0.9978,2.7236438129825347,-0.0010505241596761034,0.0002837157610494035,0.0043999999999999595,0.008799999999999919,True
d,0.35,Coma,-0.0010207063083825713,0.1034,-1.282148638030762,-0.0013578767286089174,0.0006265074592873451,0.2068,0.2068,False
d,0.4,Controls,0.000569035871286178,0.9982,2.8092228183482577,-0.0009916758484081005,0.00028238165265181714,0.0036000000000000476,0.007200000000000095,True
d,0.4,Coma,-0.0009741554215615851,0.0994,-1.296991211755033,-0.0012848328343430804,0.0006097200807765424,0.1988,0.1988,False
d,0.45,Controls,0.0005935050710170154,0.9987,2.8831458360110966,-0.0009458314730858341,0.0002905539956164842,0.0025999999999999357,0.005199999999999871,True
d,0.45,Coma,-0.0009408683081776224,0.0962,-1.3180713363938876,-0.0012308555498609548,0.0006107480994111319,0.1924,0.1924,False
d,0.5,Controls,0.0006166740091704435,0.9987,2.941974019472449,-0.0009092815705863511,0.00030187264627174967,0.0025999999999999357,0.005199999999999871,True
d,0.5,Coma,-0.0009055130174211045,0.0967,-1.3177595594244111,-0.0011909108136290982,0.0006239755496580875,0.1934,0.1934,False
