metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.05,Controls,-0.0028435327704317936,0.9597,1.7433711744825058,-0.014639209465471415,-0.002173093138967874,0.0806,0.1612,False
d,0.05,Coma,-0.005581679902942059,0.6691,0.47671142099763303,-0.017019844874236374,0.0008278609888239131,0.6617999999999999,0.6617999999999999,False
d,0.1,Controls,-0.0007633057090623131,0.9732,1.9187557237593786,-0.007557790844227236,-0.0007022241138888957,0.05360000000000009,0.10720000000000018,False
d,0.1,Coma,-0.0035515076201024726,0.5471,0.14723448511482104,-0.009067408800917593,0.0009912115685564468,0.9057999999999999,0.9057999999999999,False
d,0.15,Controls,-0.00025400731737126246,0.975,1.9464880388684456,-0.005232248696888281,-0.0002550099166411548,0.050000000000000044,0.10000000000000009,False
d,0.15,Coma,-0.002873619739809308,0.4467,-0.12484085795616895,-0.006389944860814918,0.0010082857313482047,0.8934,0.8934,False
d,0.2,Controls,-5.4895635768364124e-05,0.9773,1.9913358979826852,-0.004175688842858529,-9.30483615125408e-05,0.04540000000000011,0.09080000000000021,False
d,0.2,Coma,-0.0024650380280255547,0.4042,-0.2505211421289449,-0.005145922253861716,0.0009363968971777189,0.8084,0.8084,False
d,0.25,Controls,4.5730267532246435e-05,0.9813,2.0569741712245713,-0.003607720673034911,-4.521596743662011e-05,0.0374000000000001,0.0748000000000002,False
d,0.25,Coma,-0.0023806420438618136,0.3367,-0.4350256566160052,-0.004463571710991901,0.0008479431075175337,0.6734,0.6734,False
d,0.3,Controls,0.00014386045419913454,0.9838,2.1199991792902035,-0.0032513544255191435,9.882701220758045e-06,0.032399999999999984,0.06479999999999997,False
d,0.3,Coma,-0.0022906594645058453,0.2937,-0.5640740851921232,-0.004021059812570898,0.0008070040232892275,0.5874,0.5874,False
d,0.35,Controls,0.000147029829220346,0.9833,2.1116777676134704,-0.0029837542058197366,3.267624201452517e-05,0.033400000000000096,0.06680000000000019,False
d,0.35,Coma,-0.0021716787498373986,0.2716,-0.6330235366677239,-0.0036781668939520743,0.0007590022311038582,0.5432,0.5432,False
d,0.4,Controls,0.0002047600150334093,0.9844,2.125859090313423,-0.0027850844648781804,8.531872428926712e-05,0.031199999999999894,0.06239999999999979,False
d,0.4,Coma,-0.0020589053167689307,0.2574,-0.6800152313761265,-0.003457536528612434,0.0007483055343418289,0.5148,0.5148,False
d,0.45,Controls,0.00027563666674681466,0.9867,2.1763068070855134,-0.002609776539520053,0.00012434240047535318,0.026599999999999957,0.053199999999999914,False
d,0.45,Coma,-0.001972383401219314,0.2422,-0.7300692771498727,-0.0032570399609013387,0.0007607456779459493,0.4844,0.4844,False
d,0.5,Controls,0.00029113047769672735,0.9864,2.1736840168642924,-0.0025482989634238885,0.0001436143048767414,0.02719999999999989,0.05439999999999978,False
d,0.5,Coma,-0.0019540701117007546,0.2346,-0.7598752934010636,-0.003193019372989127,0.0007666586109817449,0.4692,0.4692,False
