metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.01,Controls,0.0003065458145221532,0.9955,2.565060434423297,-0.007904235681855928,-0.0007891183088977158,0.008999999999999897,0.017999999999999794,True
d,0.01,Coma,-0.007597325544121099,0.0967,-1.3189609732043814,-0.009358711217883642,0.0010183602413963602,0.1934,0.1934,False
d,0.03,Controls,0.0006923724549384912,0.9901,2.324383482145597,-0.0023328379881799146,0.00044208771729293905,0.01980000000000004,0.03960000000000008,True
d,0.03,Coma,-0.0023365144614395715,0.0996,-1.3089919327091855,-0.0029921350842302395,0.0011439645917031942,0.1992,0.1992,False
d,0.05,Controls,0.0006663726105871,0.9891,2.300703205622617,-0.00138918365880342,0.0005146639365847698,0.02180000000000004,0.04360000000000008,True
d,0.05,Coma,-0.0016139359911309242,0.0577,-1.5740876546236904,-0.0018707930688323725,0.0009998636668798176,0.1154,0.1154,False
d,0.1,Controls,0.0005162073512827736,0.9877,2.2596316531522436,-0.0007187854395229045,0.00044465837706722413,0.024599999999999955,0.04919999999999991,True
d,0.1,Coma,-0.0009205097652667271,0.0446,-1.6968549128575545,-0.0010228424785400675,0.0007307002841159296,0.0892,0.0892,False
d,0.15,Controls,0.00043578802773482664,0.9865,2.226982220479476,-0.0004951679657922688,0.0003852482742226665,0.026999999999999913,0.053999999999999826,False
d,0.15,Coma,-0.0006723618560283145,0.0387,-1.7523712634649293,-0.0007276841325330898,0.0006109777653296655,0.0774,0.0774,False
d,0.2,Controls,0.0003942887548486971,0.9861,2.217371137897367,-0.0003843345747746372,0.00035378912746357737,0.027800000000000047,0.055600000000000094,False
d,0.2,Coma,-0.0005358176285099516,0.0375,-1.7635693269925174,-0.0005811838336092339,0.0005396207834367536,0.075,0.075,False
d,0.25,Controls,0.0003635729798561625,0.9849,2.1919780672690594,-0.00031775964953812454,0.00033170607017787515,0.030200000000000005,0.06040000000000001,False
d,0.25,Coma,-0.00045129669416624105,0.0372,-1.759952710752335,-0.0004913359325910097,0.0004936525103248644,0.0744,0.0744,False
d,0.3,Controls,0.000350701623526057,0.984,2.1725253057244824,-0.00026996776229545243,0.0003244000678501113,0.03200000000000003,0.06400000000000006,False
d,0.3,Coma,-0.0003863557653140235,0.0393,-1.7326031928981247,-0.0004291976750802191,0.0004713316579449223,0.0786,0.0786,False
d,0.35,Controls,0.00033757779508942625,0.9832,2.1425837414879947,-0.00023828553971601396,0.00031518997327889265,0.033600000000000074,0.06720000000000015,False
d,0.35,Coma,-0.0003410236466983899,0.0413,-1.7074596101814055,-0.0003886430883101605,0.0004528319951375921,0.0826,0.0826,False
d,0.4,Controls,0.0003337156637180092,0.9822,2.1181787096615095,-0.00021159763668030253,0.00031471231454390327,0.035600000000000076,0.07120000000000015,False
d,0.4,Coma,-0.0003101919635899739,0.042,-1.7060530272257006,-0.00035641911322929347,0.0004449905142459483,0.084,0.084,False
d,0.45,Controls,0.0003306952318258081,0.9815,2.094182553883,-0.0001962331104162596,0.0003162911760503078,0.03699999999999992,0.07399999999999984,False
d,0.45,Coma,-0.000289546199333901,0.043,-1.6978153455572926,-0.00033720741056798565,0.00044018129654756276,0.086,0.086,False
d,0.5,Controls,0.0003279883414910647,0.9778,2.0376482347530747,-0.00018374889090558958,0.0003217457787208559,0.044399999999999995,0.08879999999999999,False
d,0.5,Coma,-0.00027108641832626114,0.0451,-1.6706507370527544,-0.00032356764697569695,0.00044026275423619896,0.0902,0.0902,False
