metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.03,Controls,-0.0017400294739711728,0.04,-1.7549727131440147,-0.0019375217166104383,0.002008985713280605,0.08289171082891711,0.08289171082891711,False
d,0.03,Coma,-0.0031519982463584623,0.0323,-1.81155100424858,-0.003348982976306087,0.003508154698919764,0.07229277072292771,0.08289171082891711,False
d,0.05,Controls,-0.0005942152233239208,0.1585,-0.9931142285147763,-0.001176138641283587,0.0012064936366746354,0.3281671832816718,0.3281671832816718,False
d,0.05,Coma,-0.00228698533271603,0.0182,-2.072130294947862,-0.0021260262602510135,0.0022324947562911636,0.040495950404959506,0.08099190080991901,False
d,0.1,Controls,8.664384892360768e-05,0.5914,0.2293099167650494,-0.0006562641679686122,0.0006772431998702216,0.7987201279872013,0.7987201279872013,False
d,0.1,Coma,-0.0016956248360044698,0.0048,-2.6316883273067218,-0.0012587540701005362,0.0012780248875223451,0.009299070092990702,0.018598140185981403,True
d,0.15,Controls,0.000297477303586602,0.8788,1.1648770786032745,-0.00047530493179913364,0.0004944386052582589,0.23297670232976703,0.23297670232976703,False
d,0.15,Coma,-0.0014497054293525927,0.0015,-2.9695670660151348,-0.0009566551401458182,0.000971226228524329,0.0027997200279972004,0.005599440055994401,True
d,0.2,Controls,0.0003820039941751219,0.9663,1.8268580857112775,-0.0003903985101977231,0.0004085089406162252,0.06179382061793821,0.06179382061793821,False
d,0.2,Coma,-0.0012727045061046017,0.001,-3.150724769066816,-0.0007930061078388818,0.0007965262112553582,0.0015998400159984002,0.0031996800319968005,True
d,0.25,Controls,0.00042005007105419003,0.9903,2.300169202052924,-0.0003440851262435525,0.00035543841880486353,0.020097990200979902,0.020097990200979902,True
d,0.25,Coma,-0.00114100462196533,0.0007,-3.2018653219797026,-0.0006990685864159839,0.0007105424596564302,0.0012998700129987,0.0025997400259974,True
d,0.3,Controls,0.0004653063003595334,0.9977,2.802016438952322,-0.0003153767594370877,0.000324957567237092,0.004899510048995101,0.004899510048995101,True
d,0.3,Coma,-0.0010661283245492863,0.0005,-3.268803477102267,-0.0006386756859136705,0.0006479358286797586,0.0007999200079992001,0.0015998400159984002,True
d,0.35,Controls,0.0004842175889169606,0.999,3.116716906738191,-0.00030023794134762324,0.00030206843901583774,0.0016998300169983002,0.0016998300169983002,True
d,0.35,Coma,-0.0010207063083825713,0.0003,-3.3401805094762556,-0.0005985203541253253,0.0006092330406044745,0.0005999400059994001,0.0011998800119988001,True
d,0.4,Controls,0.0005009223154723088,0.9994,3.3712609868960093,-0.0002876836392844069,0.0002867356222390048,0.0007999200079992001,0.0007999200079992001,True
d,0.4,Coma,-0.0009741554215615851,0.0002,-3.3243548352860746,-0.0005759434119262044,0.0005837804814751111,0.0004999500049995,0.0007999200079992001,True
d,0.45,Controls,0.0005228282745652004,0.9998,3.6149796572760087,-0.0002830723522381422,0.00027965081034476524,0.00029997000299970003,0.0005999400059994001,True
d,0.45,Coma,-0.0009408683081776224,0.0004,-3.2691396108942494,-0.0005638967406600107,0.0005706790052361602,0.0006999300069993001,0.0006999300069993001,True
d,0.5,Controls,0.0005472394213957979,1.0,3.824570675646861,-0.00028048662566477426,0.00027627241447550203,9.999000099990002e-05,0.00019998000199980003,True
d,0.5,Coma,-0.0009055130174211045,0.0009,-3.1604744676893346,-0.0005628402513395289,0.0005654264742028621,0.0011998800119988001,0.0011998800119988001,True
