metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.05,Controls,-0.0028435327704317936,0.0326,-1.819212923684846,-0.0030089426356221835,0.0030485838896551648,0.0668933106689331,0.0668933106689331,False
d,0.05,Coma,-0.005581679902942059,0.0141,-2.1692569897145555,-0.004967304414978045,0.005146658338025674,0.029997000299970003,0.059994000599940006,False
d,0.1,Controls,-0.0007633057090623131,0.1815,-0.9143889116333687,-0.0016169006995209224,0.0016434145989064775,0.3608639136086391,0.3608639136086391,False
d,0.1,Coma,-0.0035515076201024726,0.0079,-2.4231161486255526,-0.002861995254857663,0.0029188257857726304,0.016298370162983702,0.032596740325967405,True
d,0.15,Controls,-0.00025400731737126246,0.3405,-0.41142955485635774,-0.0011958072772432543,0.0012234026838893854,0.6766323367663234,0.6766323367663234,False
d,0.15,Coma,-0.002873619739809308,0.004,-2.6490147518575995,-0.0020928351394713537,0.002145594823078475,0.009099090090990901,0.018198180181981802,True
d,0.2,Controls,-5.4895635768364124e-05,0.4581,-0.10367011639743216,-0.000994965455827516,0.001027481446559944,0.9127087291270873,0.9127087291270873,False
d,0.2,Coma,-0.0024650380280255547,0.0025,-2.7787632764053614,-0.0017251503375537015,0.0017517867780739015,0.005599440055994401,0.011198880111988802,True
d,0.25,Controls,4.5730267532246435e-05,0.5443,0.1070517982852995,-0.0008732193243913347,0.0008984982811276331,0.9195080491950804,0.9195080491950804,False
d,0.25,Coma,-0.0023806420438618136,0.0013,-3.065140336322524,-0.0015202804678615463,0.001521503586293073,0.0024997500249975004,0.004999500049995001,True
d,0.3,Controls,0.00014386045419913454,0.6402,0.3595054041789454,-0.0007924213168052718,0.0008111036418966786,0.7204279572042795,0.7204279572042795,False
d,0.3,Coma,-0.0022906594645058453,0.0006,-3.233366402213141,-0.0013841770808344514,0.0013849183204915733,0.0015998400159984002,0.0031996800319968005,True
d,0.35,Controls,0.000147029829220346,0.6529,0.3905415892197341,-0.0007458534479315579,0.0007598556266514342,0.696930306969303,0.696930306969303,False
d,0.35,Coma,-0.0021716787498373986,0.0007,-3.294567284228781,-0.0012977872089529126,0.0012957924932186105,0.0015998400159984002,0.0031996800319968005,True
d,0.4,Controls,0.0002047600150334093,0.7183,0.5686918531499221,-0.0007144691455901761,0.0007205367769621463,0.5686431356864313,0.5686431356864313,False
d,0.4,Coma,-0.0020589053167689307,0.0007,-3.2846660350363748,-0.0012324060350146645,0.0012342475318773073,0.0015998400159984002,0.0031996800319968005,True
d,0.45,Controls,0.00027563666674681466,0.7831,0.7840246236858116,-0.0006994156841686812,0.0006985351490608194,0.43655634436556345,0.43655634436556345,False
d,0.45,Coma,-0.001972383401219314,0.0008,-3.2699296680306604,-0.0011826130040504367,0.001186356457980715,0.0015998400159984002,0.0031996800319968005,True
d,0.5,Controls,0.00029113047769672735,0.7985,0.8389622554587517,-0.0006878341746661944,0.0006890800866027387,0.4052594740525947,0.4052594740525947,False
d,0.5,Coma,-0.0019540701117007546,0.0007,-3.2840380940537663,-0.0011630275467547832,0.0011627274647262617,0.0014998500149985001,0.0029997000299970002,True
