metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.01,Controls,0.0003065458145221532,0.5907,0.2322565511871122,-0.0024038885741419214,0.0023745161247075747,0.8025197480251974,0.8025197480251974,False
d,0.01,Coma,-0.007597325544121099,0.0004,-3.3023569936298443,-0.004446799915343258,0.004482916227709029,0.0016998300169983002,0.0033996600339966003,True
d,0.03,Controls,0.0006923724549384912,0.9654,1.7987252908438474,-0.0007623399686777192,0.0007532355515740014,0.07119288071192881,0.07119288071192881,False
d,0.03,Coma,-0.0023365144614395715,0.0007,-3.236830029757979,-0.0013882761599844457,0.001415944895158203,0.0021997800219978004,0.004399560043995601,True
d,0.05,Controls,0.0006663726105871,0.9968,2.7423295814096442,-0.0004840212658810648,0.00047348505556618007,0.006299370062993701,0.006299370062993701,True
d,0.05,Coma,-0.0016139359911309242,0.0006,-3.4562599789795048,-0.0009056068841012512,0.0009264021746538539,0.0013998600139986002,0.0027997200279972004,True
d,0.1,Controls,0.0005162073512827736,1.0,3.7515938285637156,-0.00027070240437603575,0.0002683521464419427,0.00019998000199980003,0.00039996000399960006,True
d,0.1,Coma,-0.0009205097652667271,0.0006,-3.400337678183076,-0.0005247869816927507,0.0005237127322382612,0.0013998600139986002,0.0013998600139986002,True
d,0.15,Controls,0.00043578802773482664,1.0,4.246192456896995,-0.00020094084783078256,0.00020038833272348537,9.999000099990002e-05,0.00019998000199980003,True
d,0.15,Coma,-0.0006723618560283145,0.0007,-3.3005862707719356,-0.0003953526975689578,0.0003926116660196657,0.0018998100189981002,0.0018998100189981002,True
d,0.2,Controls,0.0003942887548486971,1.0,4.622178502452071,-0.00016641437331803164,0.00016781675686583579,9.999000099990002e-05,0.00019998000199980003,True
d,0.2,Coma,-0.0005358176285099516,0.001,-3.1457676735865685,-0.00033026396243282486,0.00032987388526378546,0.0026997300269973002,0.0026997300269973002,True
d,0.25,Controls,0.0003635729798561625,1.0,4.838133050494854,-0.00014690681667040584,0.00014768810166238097,9.999000099990002e-05,0.00019998000199980003,True
d,0.25,Coma,-0.00045129669416624105,0.0018,-2.98801161389871,-0.00029497642285912534,0.00029395474004559796,0.0045995400459954,0.0045995400459954,True
d,0.3,Controls,0.000350701623526057,1.0,5.101423756705672,-0.00013487383000086137,0.00013513530728095072,9.999000099990002e-05,0.00019998000199980003,True
d,0.3,Coma,-0.0003863557653140235,0.003,-2.765961143964105,-0.0002724258010146672,0.00027065064300437207,0.007899210078992101,0.007899210078992101,True
d,0.35,Controls,0.00033757779508942625,1.0,5.226756095207769,-0.00012573845937893636,0.00012646075235258906,9.999000099990002e-05,0.00019998000199980003,True
d,0.35,Coma,-0.0003410236466983899,0.0056,-2.562452959522903,-0.00025934466072327476,0.0002600150337893429,0.013298670132986702,0.013298670132986702,True
d,0.4,Controls,0.0003337156637180092,1.0,5.376430762415829,-0.00012037329617050869,0.00012121054113211993,9.999000099990002e-05,0.00019998000199980003,True
d,0.4,Coma,-0.0003101919635899739,0.0093,-2.400441480869704,-0.0002524478711902357,0.0002519019066406026,0.0197980201979802,0.0197980201979802,True
d,0.45,Controls,0.0003306952318258081,1.0,5.436541045923252,-0.00011862934809749612,0.00011955961367903131,9.999000099990002e-05,0.00019998000199980003,True
d,0.45,Coma,-0.000289546199333901,0.0129,-2.2514941483600777,-0.0002515899914747036,0.0002533482796555448,0.026197380261973803,0.026197380261973803,True
d,0.5,Controls,0.0003279883414910647,1.0,5.417253989582488,-0.00011835862981984745,0.0001195012035187806,9.999000099990002e-05,0.00019998000199980003,True
d,0.5,Coma,-0.00027108641832626114,0.0194,-2.081030671918688,-0.0002545124198481472,0.00025686116516061375,0.0387961203879612,0.0387961203879612,True
