region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
26,7Networks_LH_SalVentAttn_PFCl_1,12.1,19.7143,64.0,0.00816951880661263,True
27,7Networks_LH_SalVentAttn_Med_1,15.45,11.2857,176.5,0.2067205114337647,False
28,7Networks_LH_SalVentAttn_Med_2,19.2,5.4286,249.0,0.00013547178795130348,True
29,7Networks_LH_SalVentAttn_Med_3,11.0,11.1429,134.0,0.8469192379704227,False
30,7Networks_LH_Limbic_OFC_1,2.7,6.7143,66.0,0.008845513493661767,True
31,7Networks_LH_Limbic_TempPole_1,3.45,4.9286,125.5,0.6150930892931056,False
32,7Networks_LH_Limbic_TempPole_2,9.35,9.0714,160.5,0.47765973512758675,False
33,7Networks_LH_Cont_Par_1,10.1,13.2143,114.0,0.3705745977472684,False
34,7Networks_LH_Cont_PFCl_1,9.85,21.5,35.5,0.000268456983447617,True
35,7Networks_LH_Cont_pCun_1,15.3,18.0714,124.5,0.5992683584240456,False
36,7Networks_LH_Cont_Cing_1,10.2,6.0,196.5,0.049239200621879,False
37,7Networks_LH_Default_Temp_1,8.0,8.0,160.0,0.49368941686518686,False
38,7Networks_LH_Default_Temp_2,7.95,9.3571,115.5,0.39887275807353173,False
39,7Networks_LH_Default_Par_1,7.25,7.2857,126.0,0.6346145457926442,False
40,7Networks_LH_Default_Par_2,8.7,15.4286,83.5,0.049204285438274764,False
41,7Networks_LH_Default_PFC_1,5.45,10.9286,102.5,0.1907738440906458,False
42,7Networks_LH_Default_PFC_2,7.1,14.0,88.5,0.07341463249430469,False
43,7Networks_LH_Default_PFC_3,5.5,11.1429,75.0,0.023480399112817105,False
44,7Networks_LH_Default_PFC_4,8.65,14.7857,96.0,0.12691362415632318,False
45,7Networks_LH_Default_PFC_5,9.45,19.5,54.5,0.002856025911534628,True
46,7Networks_LH_Default_PFC_6,9.95,13.1429,124.5,0.5984832350776855,False
47,7Networks_LH_Default_PFC_7,8.85,14.0714,93.0,0.10314847566668223,False
48,7Networks_LH_Default_pCunPCC_1,6.0,7.4286,109.0,0.2827361209456676,False
49,7Networks_LH_Default_pCunPCC_2,11.4,17.4286,89.0,0.07655074072286226,False
50,7Networks_RH_Vis_1,5.9,4.1429,185.5,0.11151602481564156,False
51,7Networks_RH_Vis_2,21.3,14.7143,196.0,0.05160522490878365,False
52,7Networks_RH_Vis_3,20.95,20.3571,156.5,0.5743577114986502,False
53,7Networks_RH_Vis_4,11.15,10.8571,138.5,0.9720385390057777,False
54,7Networks_RH_Vis_5,16.3,14.2143,167.5,0.3440949996001249,False
55,7Networks_RH_Vis_6,14.3,8.9286,199.0,0.04031344819391626,False
56,7Networks_RH_Vis_7,11.15,13.2143,117.0,0.4301324492429738,False
57,7Networks_RH_Vis_8,13.65,11.6429,176.5,0.20710353206399823,False
58,7Networks_RH_SomMot_1,21.35,10.6429,234.0,0.0010554110162452363,True
59,7Networks_RH_SomMot_2,6.55,5.3571,161.0,0.46933084548020754,False
60,7Networks_RH_SomMot_3,11.9,9.7857,159.0,0.5155937053380723,False
61,7Networks_RH_SomMot_4,6.8,11.2143,100.0,0.16518494403616124,False
62,7Networks_RH_SomMot_5,13.65,5.9286,208.0,0.01751765876314506,True
63,7Networks_RH_SomMot_6,15.2,14.0714,147.0,0.8198688143791304,False
64,7Networks_RH_SomMot_7,20.2,13.2143,188.5,0.09267565438884824,False
65,7Networks_RH_SomMot_8,24.45,19.2857,174.0,0.24077069524527805,False
66,7Networks_RH_DorsAttn_Post_1,13.95,14.2857,152.5,0.673938324179179,False
67,7Networks_RH_DorsAttn_Post_2,13.9,12.1429,163.5,0.419706238737926,False
68,7Networks_RH_DorsAttn_Post_3,9.65,12.7857,93.0,0.10291077130127473,False
69,7Networks_RH_DorsAttn_Post_4,12.6,25.3571,32.5,0.00017484891165939605,True
70,7Networks_RH_DorsAttn_Post_5,22.75,16.9286,185.5,0.11494313182521956,False
71,7Networks_RH_DorsAttn_PrCv_1,16.0,16.2143,139.5,1.0,False
72,7Networks_RH_DorsAttn_FEF_1,21.9,18.1429,164.0,0.41042463561880416,False
73,7Networks_RH_SalVentAttn_TempOccPar_1,7.35,6.4286,161.0,0.46780473948360657,False
74,7Networks_RH_SalVentAttn_TempOccPar_2,14.85,12.0714,172.0,0.268728994612189,False
75,7Networks_RH_SalVentAttn_FrOperIns_1,12.1,9.5,187.0,0.10272585148614363,False
76,7Networks_RH_SalVentAttn_Med_1,19.1,6.8571,242.5,0.00034657872093733923,True
77,7Networks_RH_SalVentAttn_Med_2,22.15,14.3571,204.0,0.02613181858454003,False
78,7Networks_RH_Limbic_OFC_1,3.25,12.0714,48.5,0.0011856071341756521,True
79,7Networks_RH_Limbic_TempPole_1,4.05,8.8571,103.0,0.1939614937552565,False
80,7Networks_RH_Cont_Par_1,4.55,13.7857,65.0,0.008565148480858906,True
81,7Networks_RH_Cont_Par_2,5.85,12.6429,78.0,0.030311490464411825,False
82,7Networks_RH_Cont_PFCl_1,7.7,17.4286,78.0,0.03105720477699362,False
83,7Networks_RH_Cont_PFCl_2,6.2,18.7143,36.5,0.0003006282623314066,True
84,7Networks_RH_Cont_PFCl_3,10.7,19.2857,56.0,0.0034270014367008593,True
85,7Networks_RH_Cont_PFCl_4,12.65,20.5,88.0,0.07115772269894996,False
86,7Networks_RH_Cont_Cing_1,7.1,7.5,158.0,0.5376699243325576,False
87,7Networks_RH_Cont_PFCmp_1,7.4,10.4286,97.0,0.13567299698917232,False
88,7Networks_RH_Cont_pCun_1,19.6,25.2143,101.5,0.18293928499564405,False
89,7Networks_RH_Default_Par_1,6.6,10.6429,102.0,0.18604575445782834,False
90,7Networks_RH_Default_Temp_1,11.8,14.6429,122.5,0.5504609692260167,False
91,7Networks_RH_Default_Temp_2,8.1,5.5714,160.0,0.49238926457745824,False
92,7Networks_RH_Default_Temp_3,11.6,6.3571,195.5,0.053764498026078265,False
93,7Networks_RH_Default_PFCv_1,6.45,10.7857,111.5,0.3208201559830063,False
94,7Networks_RH_Default_PFCv_2,6.2,12.5714,85.5,0.05621037622220326,False
95,7Networks_RH_Default_PFCdPFCm_1,6.9,12.2143,82.5,0.04529129612731671,False
96,7Networks_RH_Default_PFCdPFCm_2,11.65,18.7857,82.0,0.043984732671109264,False
97,7Networks_RH_Default_PFCdPFCm_3,10.1,13.8571,112.0,0.3353077353638303,False
98,7Networks_RH_Default_pCunPCC_1,5.45,4.1429,173.0,0.2509262976980684,False
99,7Networks_RH_Default_pCunPCC_2,10.1,9.1429,154.5,0.6231689556250519,False
100,Hippocampus_L,3.55,5.8571,115.0,0.378436703865041,False
101,Hippocampus_R,2.55,4.7857,112.0,0.29810035168326265,False
102,Amygdala_L,1.65,1.3571,157.5,0.4585234170217559,False
103,Amygdala_R,1.8,3.0714,114.0,0.30462201251426546,False
104,Caudate_L,7.05,2.1429,213.0,0.009484460428190147,True
105,Caudate_R,6.25,5.2143,157.5,0.544197911751634,False
106,Putamen_L,4.0,2.2857,196.5,0.042748373196919535,False
107,Putamen_R,4.2,3.1429,180.0,0.15573118995090152,False
108,Pallidum_L,1.25,1.2857,134.5,0.7545066509575059,False
109,Pallidum_R,1.6,1.2857,132.0,0.72288293644464,False
110,Thalamus_L,10.3,7.1429,183.0,0.13480005717107796,False
111,Thalamus_R,9.5,7.0,189.5,0.08412746403457515,False
112,Cereb_I_II_L,17.65,27.7143,66.0,0.00998645987466437,True
113,Cereb_I_II_R,11.8,22.5714,70.5,0.015542170975622537,True
114,Cereb_III_VI_L,24.35,14.2857,214.0,0.010037860917029415,True
115,Cereb_III_VI_R,25.7,19.3571,180.5,0.16128018602269012,False
116,Cereb_VII_X_L,18.75,6.9286,252.0,9.250262376398341e-05,True
117,Cereb_VII_X_R,19.0,8.4286,240.0,0.0004907201816857066,True
118,Vermis,17.3,15.1429,162.5,0.4408009583418573,False
