,Mean,Median,Mode
1,0.12401497145470411,0.08260542899370193,0.10416352123022077
2,0.10732560986507156,0.1295556202530861,0.14753904968500142
3,0.09854441589877343,0.1348806768655777,0.16460295736789704
4,0.11352130865015528,0.1052980087697506,0.10519055813550948
5,0.05406993536781562,0.04951544106006622,0.09902819693088522
6,0.056106970740421834,0.07980722188949585,0.029351837933063507
7,0.0765309019246182,0.0770987793803215,0.09801573693752291
8,7.0642141588442e-05,0.0177730955183506,0.04992374330759053
9,0.08637016249202197,0.12514838576316833,0.15538554996252052
10,0.13178271818704268,0.08854017406702042,0.03402496129274368
11,0.0916487357040726,0.028562821447849274,-0.13586732149124153
12,0.13765849777947475,0.1292848140001297,0.08128858357667917
13,0.12605706821432647,0.12684541940689087,0.12172680705785754
14,0.1797930936412717,0.16581451892852783,0.16063887774944302
15,0.23994458636587299,0.21614854782819748,0.1218620240688324
16,0.08052522799281533,0.06712516397237778,0.06822719484567646
17,0.000968824541425492,0.011985947377979755,0.035236209630966187
18,0.00476222274201066,0.035833705216646194,0.026079620420932703
19,0.0714098225392934,0.06912130117416382,0.018000352084636684
20,-0.12598837590540599,-0.09745798259973526,-0.012779571115970612
21,-0.02747820134210684,0.0027121060993522406,0.10837646156549452
22,0.13577998785735543,0.14088581502437592,0.13077748656272886
23,0.37917833634723586,0.3583461344242096,0.3213278783857822
24,0.05462506303785098,0.05900892987847328,0.06209853708744051
25,0.34796729734835496,0.4559776782989502,0.6813964557647706
26,0.1816658745502809,0.15509311854839325,0.16869005650281899
27,0.08408160192347908,0.0742449127137661,0.02211746186017982
28,0.043417045461500735,0.034414827823638916,0.018129616975784357
29,0.2586479738647501,0.1889454647898674,-0.0502205082774162
30,0.09210443188156725,0.08529293164610863,0.09353326797485362
31,0.4507821461507756,0.3270033597946167,0.27410269260406495
32,0.2164214567511323,0.1008824035525322,0.03671996444463732
33,0.1050291620004326,0.08599872142076492,0.10502135008573538
34,0.020766543749624722,0.03197050467133522,0.04130043685436241
35,0.10636193761825567,0.09945547580718994,0.1235457363724708
36,0.11409458216405095,0.12360879778862,0.10523191034793855
37,0.38616828540471243,0.352804496884346,-0.29782880842685694
38,0.01958429613169636,0.028027434833347797,-0.0020400539040565935
39,0.17723101885809664,0.18101507425308228,0.11963739216327673
40,0.03299877659670255,0.059001799672842026,0.07038207381963729
41,-0.009907089177525386,0.03392157703638077,0.12792999416589734
42,0.15303680375223508,0.17120924592018127,0.243674972653389
43,0.888090938933614,0.14206808805465698,0.13621846556663508
44,0.11178267865347538,0.11105480045080185,0.1729498293995857
45,0.07961077549936874,-0.14503750205039978,-0.6957910069823265
46,-0.07149458999997352,-0.09249670058488846,-0.09941643178462978
47,0.26019802653925833,0.26240789890289307,0.34671201437711713
48,0.3765142977193921,0.34002217650413513,0.28210044115781785
49,0.1583303372860569,0.20664449036121368,0.2154533571004868
50,0.24002521902492896,0.19035593420267105,0.1431524008512497
51,0.06257342719600352,0.08107917383313179,0.09176679909229274
52,0.035117241985869206,0.03412829712033272,0.055387435853481326
53,0.1526216644387721,0.14367923140525818,0.1427071452140808
54,0.1674530695953847,0.17721927165985107,0.19580221056938169
55,0.14893049342839199,0.144810289144516,0.16553633049130442
56,-0.04599924281329306,-0.012455225456506014,0.0567858678102493
57,0.16052884524142327,0.166218101978302,0.1900481101870537
58,0.11706530848263204,0.14071409404277802,0.25616658180952073
59,0.06377671372171893,0.09497284144163132,0.14096248596906674
60,0.17516644141326965,0.13577306270599365,0.00995105832815174
61,0.04494792413720503,0.0843842625617981,0.13104852706193926
62,-0.056758850941292655,-0.04472828097641468,0.15559595286846162
63,0.006772618297187323,0.11956321820616722,0.2262337490916252
64,-0.05387444144550605,-0.07217685133218765,-0.2555170717835426
65,0.08106632125300244,0.10335540026426315,0.061128769814968176
66,0.19203223655748883,0.21114139258861542,0.2423510104417801
67,0.0800745389429016,0.09525000303983688,0.12248054593801494
68,0.107381481962257,0.10912095010280609,0.09756683319807052
69,0.03845324073250811,0.03451746702194214,0.02827859252691267
70,-0.027564616085114145,0.018591279163956642,0.08206841081380845
71,0.024232040191380973,0.08947305008769035,0.24654456973075867
72,0.10042723613256836,0.14021341502666473,0.19330434828996657
73,0.1909827914312984,0.24830280244350433,0.3101409196853637
74,0.10244062541222476,0.11592698097229004,0.1107815501093864
75,0.053310285077800584,0.0710054412484169,0.1694050857424736
76,0.337427273960584,0.2885528802871704,0.2461947602033614
77,0.19952738314233961,0.16695917397737503,0.18057471409440037
78,0.3190504682217964,0.30164729058742523,0.19918536812067034
79,0.563641265474178,0.40706850588321686,0.48371761143207537
80,0.429172309642317,0.1916491687297821,0.0231116616725921
81,-0.08046857249758896,-0.05968757905066013,0.04985380589962002
82,-0.0645792115994326,-0.04266563430428505,-0.0003598946332931119
83,0.10801336505507877,-0.23591509461402893,-0.5797876870632173
84,0.03470282549219121,0.0868186354637146,0.15787805467844007
85,-0.30254464174807705,-0.22045407444238663,-0.8866267283260822
86,0.04367108014346279,0.07559848949313164,0.21327140212059037
87,0.18693360037373827,0.17421899735927582,0.2877514398097992
88,0.12243848225271114,0.16481323540210724,0.1519217893481254
89,0.07241074799015627,0.08867514505982399,0.07159083306789393
90,0.11635116149831835,0.12434062361717224,0.08460858762264256
91,0.19193114783406784,0.19028674811124802,0.1961713117361069
92,0.15736688040591634,0.1478683054447174,0.07037459909915927
93,0.1753951784991263,0.1955084204673767,0.2741894298791885
94,0.736277705238371,0.3756239116191864,0.30116077214479453
95,1.4213975972448893,0.26584187150001526,0.24485254913568494
96,0.056004803936459464,0.06256798282265663,0.12840661466121672
97,-0.14475318485548477,-0.12236374616622925,0.1669796100258828
98,0.18287834032044178,0.16702064126729965,0.1739099520444869
99,0.09863230880082936,0.050598105415701866,0.08461160212755198
100,0.10978482908527558,0.10966641455888748,0.1066558623313904
101,0.13830876810600748,0.07892441749572754,-0.3010934236645698
102,0.3636014474357346,0.3480227440595627,0.4165201264619828
103,-0.10823115398107042,-0.1007513627409935,-0.7263070610165596
104,0.6169166083575083,0.20565298199653625,-0.6707713460922241
105,-0.3762696516868036,-0.5720852613449097,-0.8213160926103592
106,0.2573713028730561,0.12343283742666245,0.02980158507823938
107,0.21144950222160694,0.17783789336681366,0.15782590299844745
108,0.30132211405191867,0.2978900521993637,0.5475731226801871
109,0.11352338823781266,0.14070720225572586,0.18535624951124186
110,0.4759702718726375,0.5210414826869965,0.6502133333683016
111,0.1639502072981488,0.12608133256435394,-0.00284031599760054
112,0.5668400417530863,0.553471028804779,0.7070226761698722
113,0.022996481164630062,0.04526659473776817,0.06585721313953402
114,-0.01687057306562342,0.004922362044453621,0.04952103823423387
115,0.14553770376737885,0.06144658103585243,0.043595280647277856
116,0.032717994849528455,0.05333172529935837,0.07016633182764054
117,-0.02979145528289516,-0.01724553108215332,0.03596890598535535
118,0.02305250489016636,0.05206317454576492,0.08860576152801514
119,0.0068028861751160226,-0.0024654993321746588,0.0932334616780281
