Cost,Metric,Group_A,Group_B,N_A,N_B,T_stat,P_value
0.03,d,Controls,Coma,20,14,4.25446848992814,0.000170472126860775
0.03,d,Controls,Anoxic,20,5,5.80312584212861,6.51556164083507E-06
0.03,d,Controls,Traumatic,20,9,2.53877740460194,0.0171989332284808
0.03,d,Controls,Favorable,20,8,2.93805247820892,0.00683694498062158
0.03,d,Controls,Unfavorable,20,6,4.26526508200569,0.000269023017860885
0.03,d,Favorable,Unfavorable,8,6,1.16951338897549,0.264902519771656
0.03,d,Anoxic,Traumatic,5,9,-3.87941538019777,0.0021901970218416
0.05,d,Controls,Coma,20,14,4.65606337231066,5.38468399704179E-05
0.05,d,Controls,Anoxic,20,5,6.50031837681318,1.24044860961828E-06
0.05,d,Controls,Traumatic,20,9,2.87907647949437,0.00771154850767671
0.05,d,Controls,Favorable,20,8,3.27086907278494,0.00302059402908863
0.05,d,Controls,Unfavorable,20,6,4.6562463150007,9.95266771942952E-05
0.05,d,Favorable,Unfavorable,8,6,1.24712923503221,0.236142064192511
0.05,d,Anoxic,Traumatic,5,9,-4.6939422746861,0.000519678277872811
0.1,d,Controls,Coma,20,14,4.99026108538562,2.04421568403357E-05
0.1,d,Controls,Anoxic,20,5,6.50421495992362,1.22919424590593E-06
0.1,d,Controls,Traumatic,20,9,3.19670083244685,0.00352858781497263
0.1,d,Controls,Favorable,20,8,3.50242376636275,0.00168579907524878
0.1,d,Controls,Unfavorable,20,6,4.89477662170909,5.42835842762476E-05
0.1,d,Favorable,Unfavorable,8,6,1.53074190927309,0.151759642745197
0.1,d,Anoxic,Traumatic,5,9,-4.79059073809383,0.000440536897518805
0.15,d,Controls,Coma,20,14,5.1601717002444,1.24711053808147E-05
0.15,d,Controls,Anoxic,20,5,6.57638227726578,1.03861653686746E-06
0.15,d,Controls,Traumatic,20,9,3.40094153049375,0.00210528658444615
0.15,d,Controls,Favorable,20,8,3.63130473111666,0.00121333296984258
0.15,d,Controls,Unfavorable,20,6,5.16093313803821,2.76634752684918E-05
0.15,d,Favorable,Unfavorable,8,6,1.79645372978377,0.097620346906992
0.15,d,Anoxic,Traumatic,5,9,-4.29223404551246,0.00104614466017925
0.2,d,Controls,Coma,20,14,5.32776202526668,7.65597388352316E-06
0.2,d,Controls,Anoxic,20,5,6.44374933881024,1.4162254285845E-06
0.2,d,Controls,Traumatic,20,9,3.5935831041512,0.00128310296795832
0.2,d,Controls,Favorable,20,8,3.76141605449462,0.000868287619172119
0.2,d,Controls,Unfavorable,20,6,5.28715576642107,2.01195859139871E-05
