metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.05,Controls,0.0020909339326377133,0.5744,0.17146456946078845,-0.027268153506578106,0.02646005681489864,0.8512,0.8512,False
d,0.05,Coma,-0.006614178728523821,0.2798,-0.5868267100984573,-0.021721954028604832,0.022167377963274604,0.5596,0.8512,False
d,0.1,Controls,0.0016264770220892697,0.5906,0.23067967851912669,-0.013232658765436956,0.013584205679380946,0.8188,0.8188,False
d,0.1,Coma,-0.004870998910081459,0.2102,-0.7994709208155633,-0.011821853878375472,0.011870632092313427,0.4204,0.8188,False
d,0.15,Controls,0.001300009679899844,0.6056,0.25718077618606955,-0.009777537523856685,0.00984436894482697,0.7888,0.7888,False
d,0.15,Coma,-0.003705378393877687,0.2098,-0.8168433066922722,-0.008688130562594501,0.00891753119820437,0.4196,0.7888,False
d,0.2,Controls,0.0010654855866001763,0.5983,0.25715326047224607,-0.0077881246967630565,0.007883288225866479,0.8033999999999999,0.8033999999999999,False
d,0.2,Coma,-0.0032642533292085232,0.1915,-0.8669356122317263,-0.007415659263724788,0.007685047293911939,0.383,0.766,False
d,0.25,Controls,0.0008959721063933427,0.5984,0.25834300553181766,-0.006928191658607718,0.00674261000529008,0.8031999999999999,0.8031999999999999,False
d,0.25,Coma,-0.002872848299819598,0.1976,-0.8516151273367853,-0.0065710461044184805,0.006563420062257125,0.3952,0.7904,False
d,0.3,Controls,0.0007943495235979352,0.5959,0.2535484955925822,-0.006080151801205138,0.00608993675161548,0.8082,0.8082,False
d,0.3,Coma,-0.0026114026511197858,0.1955,-0.8590421127314815,-0.005930057527900791,0.006080723650099431,0.391,0.782,False
d,0.35,Controls,0.0007131685235339694,0.6023,0.24488588256523175,-0.005778706118366281,0.005893092803051706,0.7954000000000001,0.7954000000000001,False
d,0.35,Coma,-0.0023298654836337567,0.2085,-0.8152541726386496,-0.005597018193425723,0.0055789941765936055,0.417,0.7954000000000001,False
d,0.4,Controls,0.0006620675380824538,0.5929,0.22650833670969317,-0.005375831715541193,0.005484845156098738,0.8142,0.8142,False
d,0.4,Coma,-0.002199771564963981,0.21,-0.8042130327311325,-0.005309915335807766,0.005316149064472163,0.42,0.8142,False
d,0.45,Controls,0.0006528859805843875,0.594,0.23863970222824968,-0.005244784786732522,0.0052106266393804794,0.812,0.812,False
d,0.45,Coma,-0.0020493694997957557,0.2219,-0.7732741364176181,-0.005130584600324143,0.00511616573481637,0.4438,0.812,False
d,0.5,Controls,0.0006123714312214419,0.6013,0.24291196031301673,-0.005249335989496525,0.005144956273112217,0.7974000000000001,0.7974000000000001,False
d,0.5,Coma,-0.001982634692309241,0.2215,-0.7731166577930929,-0.005024951080081862,0.005080777792201454,0.443,0.7974000000000001,False
