metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.03,Controls,-0.0017400294739711728,0.3645,-0.3491364970540318,-0.009690060923353977,0.009307696624979395,0.729,0.729,False
d,0.03,Coma,-0.0031519982463584623,0.2047,-0.8490897996365279,-0.007256890287226536,0.007235600658558345,0.4094,0.729,False
d,0.05,Controls,-0.0005942152233239208,0.4373,-0.16675507883803592,-0.006180625650445462,0.006163379566979756,0.8746,0.8746,False
d,0.05,Coma,-0.00228698533271603,0.1707,-0.9401227793337478,-0.0047643030070839715,0.004774616499680867,0.3414,0.6828,False
d,0.1,Controls,8.664384892360768e-05,0.5138,0.041895110454579526,-0.0036162656076478956,0.003587967109241105,0.9723999999999999,0.9723999999999999,False
d,0.1,Coma,-0.0016956248360044698,0.1313,-1.1286510722531644,-0.002938273851669012,0.0028548220447070713,0.2626,0.5252,False
d,0.15,Controls,0.000297477303586602,0.5889,0.22357380173638033,-0.0027520903421508736,0.0026975989957871106,0.8222,0.8222,False
d,0.15,Coma,-0.0014497054293525927,0.1003,-1.2845742552492738,-0.002247346876037017,0.002199707545982128,0.2006,0.4012,False
d,0.2,Controls,0.0003820039941751219,0.6352,0.3518403161061748,-0.002265319936580597,0.0021799850073525163,0.7296,0.7296,False
d,0.2,Coma,-0.0012727045061046017,0.088,-1.363923912740923,-0.0018453290703443312,0.0018892119095532253,0.176,0.352,False
d,0.25,Controls,0.00042005007105419003,0.6593,0.410048102275792,-0.0019673044061566296,0.0019541268707247016,0.6814,0.6814,False
d,0.25,Coma,-0.00114100462196533,0.0871,-1.3490949446239313,-0.0016697280680570005,0.0016486073257920987,0.1742,0.3484,False
d,0.3,Controls,0.0004653063003595334,0.7022,0.5349814088580935,-0.001740420628901723,0.0017332724522126752,0.5955999999999999,0.5955999999999999,False
d,0.3,Coma,-0.0010661283245492863,0.0888,-1.362249324150999,-0.0015608715836837503,0.001510163178009209,0.1776,0.3552,False
d,0.35,Controls,0.0004842175889169606,0.7166,0.573538677708784,-0.0016586179285755568,0.0016765778511238026,0.5668,0.5668,False
d,0.35,Coma,-0.0010207063083825713,0.0858,-1.378393131989292,-0.0014371836225595916,0.001418435265150316,0.1716,0.3432,False
d,0.4,Controls,0.0005009223154723088,0.732,0.6240571540740341,-0.001567996067512089,0.0015626513408585477,0.536,0.536,False
d,0.4,Coma,-0.0009741554215615851,0.0877,-1.3618874910598742,-0.001388005553332197,0.0013975485021946734,0.1754,0.3508,False
d,0.45,Controls,0.0005228282745652004,0.7533,0.6838993741818916,-0.0015047530396601065,0.0014865149092473634,0.49340000000000006,0.49340000000000006,False
d,0.45,Coma,-0.0009408683081776224,0.0872,-1.3533737424513201,-0.0013685794469988036,0.0013587884792910735,0.1744,0.3488,False
d,0.5,Controls,0.0005472394213957979,0.7678,0.7383967610946056,-0.0014853624077697711,0.0014528639516845027,0.4643999999999999,0.4643999999999999,False
d,0.5,Coma,-0.0009055130174211045,0.0939,-1.3221911455485111,-0.0013606842851053209,0.0013618015680315605,0.1878,0.3756,False
