cost,metric,group1,group2,n1,n2,U,p
0.03,global_efficiency,Controls,Coma,20,14,123.0,0.5636829674646076
0.03,avg_clustering,Controls,Coma,20,14,204.0,0.026280796852063255
0.03,avg_path_length,Controls,Coma,20,14,161.0,0.47315781277927615
0.03,small_worldness,Controls,Coma,20,14,169.0,0.3186226732532096
0.05,global_efficiency,Controls,Coma,20,14,132.0,0.7929781290670319
0.05,avg_clustering,Controls,Coma,20,14,221.0,0.004848762721678943
0.05,avg_path_length,Controls,Coma,20,14,154.0,0.6366401673533466
0.05,small_worldness,Controls,Coma,20,14,175.0,0.227336451298927
0.1,global_efficiency,Controls,Coma,20,14,135.0,0.8748766577543728
0.1,avg_clustering,Controls,Coma,20,14,227.0,0.0024710063812827454
0.1,avg_path_length,Controls,Coma,20,14,144.0,0.9025232501776794
0.1,small_worldness,Controls,Coma,20,14,193.0,0.06619257972219345
0.15000000000000002,global_efficiency,Controls,Coma,20,14,120.0,0.4950126969585519
0.15000000000000002,avg_clustering,Controls,Coma,20,14,232.0,0.001365561296999093
0.15000000000000002,avg_path_length,Controls,Coma,20,14,156.0,0.5875519233644478
0.15000000000000002,small_worldness,Controls,Coma,20,14,185.0,0.11942879452765157
0.2,global_efficiency,Controls,Coma,20,14,101.0,0.17790959498698244
0.2,avg_clustering,Controls,Coma,20,14,217.0,0.007429741511332664
0.2,avg_path_length,Controls,Coma,20,14,175.5,0.22063609641816317
0.2,small_worldness,Controls,Coma,20,14,192.0,0.07152580467739117
0.25,global_efficiency,Controls,Coma,20,14,102.0,0.18944367317382127
0.25,avg_clustering,Controls,Coma,20,14,221.0,0.004848762721678943
0.25,avg_path_length,Controls,Coma,20,14,177.0,0.20151966887832418
0.25,small_worldness,Controls,Coma,20,14,204.0,0.026280796852063255
0.3,global_efficiency,Controls,Coma,20,14,102.0,0.18944367317382127
0.3,avg_clustering,Controls,Coma,20,14,209.0,0.016529893178086588
0.3,avg_path_length,Controls,Coma,20,14,178.0,0.18944367317382127
0.3,small_worldness,Controls,Coma,20,14,212.0,0.012350131695240454
0.35000000000000003,global_efficiency,Controls,Coma,20,14,105.0,0.227336451298927
0.35000000000000003,avg_clustering,Controls,Coma,20,14,221.0,0.004848762721678943
0.35000000000000003,avg_path_length,Controls,Coma,20,14,175.0,0.227336451298927
0.35000000000000003,small_worldness,Controls,Coma,20,14,231.0,0.0015410491717581928
0.4,global_efficiency,Controls,Coma,20,14,99.0,0.15642306474451056
0.4,avg_clustering,Controls,Coma,20,14,221.0,0.004848762721678943
0.4,avg_path_length,Controls,Coma,20,14,181.0,0.15642306474451056
0.4,small_worldness,Controls,Coma,20,14,235.0,0.0009436448512078366
0.45,global_efficiency,Controls,Coma,20,14,87.0,0.06619257972219345
0.45,avg_clustering,Controls,Coma,20,14,227.0,0.0024710063812827454
0.45,avg_path_length,Controls,Coma,20,14,192.5,0.06879556527388864
0.45,small_worldness,Controls,Coma,20,14,231.0,0.0015410491717581928
0.5,global_efficiency,Controls,Coma,20,14,82.0,0.04421141392197724
0.5,avg_clustering,Controls,Coma,20,14,226.0,0.002772681722230413
0.5,avg_path_length,Controls,Coma,20,14,198.0,0.04417901525958064
0.5,small_worldness,Controls,Coma,20,14,231.0,0.0015410491717581928
