cost,metric,group1,group2,n1,n2,U,p
0.05,global_efficiency,Controls,Coma,20,14,145.0,0.8748766577543728
0.05,avg_clustering,Controls,Coma,20,14,149.0,0.7661321051695728
0.05,avg_path_length,Controls,Coma,20,14,129.0,0.7133031738784577
0.05,small_worldness,Controls,Coma,20,14,168.0,0.33589915908793233
0.1,global_efficiency,Controls,Coma,20,14,141.0,0.9860406404472006
0.1,avg_clustering,Controls,Coma,20,14,165.0,0.3912672792826394
0.1,avg_path_length,Controls,Coma,20,14,137.0,0.9302885701156912
0.1,small_worldness,Controls,Coma,20,14,164.0,0.41088984707006326
0.15000000000000002,global_efficiency,Controls,Coma,20,14,138.0,0.9581390074603655
0.15000000000000002,avg_clustering,Controls,Coma,20,14,112.0,0.33589915908793233
0.15000000000000002,avg_path_length,Controls,Coma,20,14,147.0,0.8200718082617269
0.15000000000000002,small_worldness,Controls,Coma,20,14,127.0,0.6618148433738997
0.2,global_efficiency,Controls,Coma,20,14,137.0,0.9302885701156912
0.2,avg_clustering,Controls,Coma,20,14,118.0,0.4518446479417627
0.2,avg_path_length,Controls,Coma,20,14,153.0,0.6618148433738997
0.2,small_worldness,Controls,Coma,20,14,125.0,0.6118781816186112
0.25,global_efficiency,Controls,Coma,20,14,123.0,0.5636829674646076
0.25,avg_clustering,Controls,Coma,20,14,102.0,0.18944367317382127
0.25,avg_path_length,Controls,Coma,20,14,173.0,0.2554283176824368
0.25,small_worldness,Controls,Coma,20,14,94.0,0.11134688653314041
0.3,global_efficiency,Controls,Coma,20,14,123.0,0.5636829674646076
0.3,avg_clustering,Controls,Coma,20,14,95.0,0.11942879452765157
0.3,avg_path_length,Controls,Coma,20,14,172.0,0.2703441406547801
0.3,small_worldness,Controls,Coma,20,14,92.0,0.09648194988438404
0.35000000000000003,global_efficiency,Controls,Coma,20,14,115.0,0.3912672792826394
0.35000000000000003,avg_clustering,Controls,Coma,20,14,91.0,0.08966897350601853
0.35000000000000003,avg_path_length,Controls,Coma,20,14,177.0,0.20151966887832418
0.35000000000000003,small_worldness,Controls,Coma,20,14,83.0,0.04803166706209139
0.4,global_efficiency,Controls,Coma,20,14,109.0,0.28584646680556647
0.4,avg_clustering,Controls,Coma,20,14,77.0,0.028739281925163958
0.4,avg_path_length,Controls,Coma,20,14,179.5,0.17230963678098643
0.4,small_worldness,Controls,Coma,20,14,78.0,0.03139328246783708
0.45,global_efficiency,Controls,Coma,20,14,100.0,0.16690659538227026
0.45,avg_clustering,Controls,Coma,20,14,94.0,0.11134688653314041
0.45,avg_path_length,Controls,Coma,20,14,183.0,0.13690458341676778
0.45,small_worldness,Controls,Coma,20,14,74.0,0.02190434226598247
0.5,global_efficiency,Controls,Coma,20,14,92.0,0.09648194988438404
0.5,avg_clustering,Controls,Coma,20,14,91.0,0.08966897350601853
0.5,avg_path_length,Controls,Coma,20,14,193.0,0.06619257972219345
0.5,small_worldness,Controls,Coma,20,14,62.0,0.006689169375402694
