cost,metric,group1,group2,n1,n2,U,p
0.2,global_efficiency,AE,TE,5,9,9.0,0.08291708291708291
0.2,avg_clustering,Controls,AE,20,5,87.0,0.009561453039713909
0.2,avg_clustering,Controls,TE,20,9,127.0,0.08531862138040393
0.2,avg_clustering,AE,TE,5,9,15.0,0.36363636363636365
0.2,avg_path_length,Controls,AE,20,5,22.0,0.060154338415207974
0.2,avg_path_length,Controls,TE,20,9,85.0,0.8320040285726364
0.2,avg_path_length,AE,TE,5,9,36.0,0.08291708291708291
0.2,small_worldness,Controls,AE,20,5,92.0,0.002258610954263128
0.2,small_worldness,Controls,TE,20,9,118.0,0.19485064860886958
0.2,small_worldness,AE,TE,5,9,11.0,0.14685314685314685
0.25,global_efficiency,Controls,AE,20,5,73.0,0.12941840767927723
0.25,global_efficiency,Controls,TE,20,9,77.0,0.5556897902827946
0.25,global_efficiency,AE,TE,5,9,12.0,0.18981018981018982
0.25,avg_clustering,Controls,AE,20,5,83.0,0.023640127987954073
0.25,avg_clustering,Controls,TE,20,9,134.0,0.04030497436254076
0.25,avg_clustering,AE,TE,5,9,17.0,0.5184815184815185
0.25,avg_path_length,Controls,AE,20,5,28.0,0.14403785098741193
0.25,avg_path_length,Controls,TE,20,9,97.0,0.759261525315099
0.25,avg_path_length,AE,TE,5,9,33.0,0.18981018981018982
0.25,small_worldness,Controls,AE,20,5,96.0,0.0004517221908526256
0.25,small_worldness,Controls,TE,20,9,119.0,0.1791091927267221
0.25,small_worldness,AE,TE,5,9,8.0,0.05994005994005994
0.3,global_efficiency,Controls,AE,20,5,75.0,0.09696969696969696
0.3,global_efficiency,Controls,TE,20,9,91.0,0.9811954217291824
0.3,global_efficiency,AE,TE,5,9,14.0,0.2977022977022977
0.3,avg_clustering,Controls,AE,20,5,83.0,0.023640127987954073
0.3,avg_clustering,Controls,TE,20,9,121.0,0.15049541055067556
0.3,avg_clustering,AE,TE,5,9,16.0,0.43756243756243757
0.3,avg_path_length,Controls,AE,20,5,25.0,0.09696969696969696
0.3,avg_path_length,Controls,TE,20,9,86.0,0.868950607624914
0.3,avg_path_length,AE,TE,5,9,31.0,0.2977022977022977
0.3,small_worldness,Controls,AE,20,5,93.0,0.0015810276679841897
0.3,small_worldness,Controls,TE,20,9,125.0,0.103876157063085
0.3,small_worldness,AE,TE,5,9,8.0,0.05994005994005994
0.35000000000000003,global_efficiency,Controls,AE,20,5,71.0,0.16901938641069073
0.35000000000000003,global_efficiency,Controls,TE,20,9,91.0,0.9811954217291824
0.35000000000000003,global_efficiency,AE,TE,5,9,15.0,0.36363636363636365
0.35000000000000003,avg_clustering,Controls,AE,20,5,81.0,0.03512140033879164
0.35000000000000003,avg_clustering,Controls,TE,20,9,123.0,0.1255064714374691
0.35000000000000003,avg_clustering,AE,TE,5,9,19.0,0.6993006993006993
0.35000000000000003,avg_path_length,Controls,AE,20,5,27.0,0.12629716132315136
0.35000000000000003,avg_path_length,Controls,TE,20,9,88.5,0.9623920297347699
0.35000000000000003,avg_path_length,AE,TE,5,9,30.0,0.36363636363636365
0.35000000000000003,small_worldness,Controls,AE,20,5,94.0,0.0010916619612271786
0.35000000000000003,small_worldness,Controls,TE,20,9,138.0,0.0251447611733574
0.35000000000000003,small_worldness,AE,TE,5,9,10.0,0.11188811188811189
0.4,global_efficiency,Controls,AE,20,5,67.0,0.27178618482966305
0.4,global_efficiency,Controls,TE,20,9,89.0,0.9811954217291824
0.4,global_efficiency,AE,TE,5,9,16.0,0.43756243756243757
0.4,avg_clustering,Controls,AE,20,5,71.0,0.16901938641069073
0.4,avg_clustering,Controls,TE,20,9,124.0,0.11428901031320156
0.4,avg_clustering,AE,TE,5,9,23.0,1.0
0.4,avg_path_length,Controls,AE,20,5,33.0,0.27178618482966305
0.4,avg_path_length,Controls,TE,20,9,90.0,1.0
0.4,avg_path_length,AE,TE,5,9,29.0,0.43756243756243757
0.4,small_worldness,Controls,AE,20,5,91.0,0.003124411820063994
0.4,small_worldness,Controls,TE,20,9,140.0,0.019624414976639706
0.4,small_worldness,AE,TE,5,9,15.0,0.36363636363636365
0.45,global_efficiency,Controls,AE,20,5,65.0,0.335554300771692
0.45,global_efficiency,Controls,TE,20,9,99.0,0.6886455446538766
0.45,global_efficiency,AE,TE,5,9,16.0,0.43756243756243757
0.45,avg_clustering,Controls,AE,20,5,66.0,0.30265386787125914
0.45,avg_clustering,Controls,TE,20,9,126.0,0.09423165073398893
0.45,avg_clustering,AE,TE,5,9,24.0,0.8981018981018981
0.45,avg_path_length,Controls,AE,20,5,37.0,0.4076039902126858
0.45,avg_path_length,Controls,TE,20,9,81.0,0.6886455446538766
0.45,avg_path_length,AE,TE,5,9,29.0,0.43756243756243757
0.45,small_worldness,Controls,AE,20,5,88.0,0.007415772633163937
0.45,small_worldness,Controls,TE,20,9,136.0,0.03196159741439155
0.45,small_worldness,AE,TE,5,9,17.0,0.5184815184815185
0.5,global_efficiency,Controls,AE,20,5,57.0,0.668473555430077
0.5,global_efficiency,Controls,TE,20,9,102.0,0.5877391489586028
0.5,global_efficiency,AE,TE,5,9,20.0,0.7972027972027972
0.5,avg_clustering,Controls,AE,20,5,58.0,0.621005081874647
0.5,avg_clustering,Controls,TE,20,9,126.0,0.09423165073398893
0.5,avg_clustering,AE,TE,5,9,28.0,0.5184815184815185
0.5,avg_path_length,Controls,AE,20,5,44.0,0.7172971955580649
0.5,avg_path_length,Controls,TE,20,9,78.0,0.5877391489586028
0.5,avg_path_length,AE,TE,5,9,25.0,0.7972027972027972
0.5,small_worldness,Controls,AE,20,5,68.0,0.24306418219461695
0.5,small_worldness,Controls,TE,20,9,135.0,0.03592722509105146
0.5,small_worldness,AE,TE,5,9,27.0,0.6063936063936064
