cost,metric,group1,group2,n1,n2,U,p
0.05,global_efficiency,Controls,AE,20,5,61.0,0.4875964615095049
0.05,global_efficiency,Controls,TE,20,9,49.0,0.05623780387727592
0.05,global_efficiency,AE,TE,5,9,12.0,0.18981018981018982
0.05,avg_clustering,Controls,AE,20,5,92.0,0.002258610954263128
0.05,avg_clustering,Controls,TE,20,9,123.0,0.1255064714374691
0.05,avg_clustering,AE,TE,5,9,18.0,0.6063936063936064
0.05,avg_path_length,Controls,AE,20,5,42.0,0.621005081874647
0.05,avg_path_length,Controls,TE,20,9,130.0,0.0625963448235217
0.05,avg_path_length,AE,TE,5,9,34.0,0.14685314685314685
0.05,small_worldness,Controls,AE,20,5,82.0,0.028947863730472423
0.05,small_worldness,Controls,TE,20,9,99.0,0.6886455446538766
0.05,small_worldness,AE,TE,5,9,10.0,0.11188811188811189
0.1,global_efficiency,Controls,AE,20,5,67.0,0.27178618482966305
0.1,global_efficiency,Controls,TE,20,9,48.0,0.05042643817863636
0.1,global_efficiency,AE,TE,5,9,7.0,0.04195804195804195
0.1,avg_clustering,Controls,AE,20,5,93.0,0.0015810276679841897
0.1,avg_clustering,Controls,TE,20,9,143.0,0.013328328780817546
0.1,avg_clustering,AE,TE,5,9,17.0,0.5184815184815185
0.1,avg_path_length,Controls,AE,20,5,36.0,0.3706004140786749
0.1,avg_path_length,Controls,TE,20,9,127.0,0.08531862138040393
0.1,avg_path_length,AE,TE,5,9,35.0,0.11188811188811189
0.1,small_worldness,Controls,AE,20,5,82.0,0.028947863730472423
0.1,small_worldness,Controls,TE,20,9,109.0,0.38315471887403285
0.1,small_worldness,AE,TE,5,9,11.0,0.14685314685314685
0.15000000000000002,global_efficiency,Controls,AE,20,5,76.0,0.08322981366459627
0.15000000000000002,global_efficiency,Controls,TE,20,9,76.0,0.5245182802130763
0.15000000000000002,global_efficiency,AE,TE,5,9,5.0,0.01898101898101898
0.15000000000000002,avg_clustering,Controls,AE,20,5,97.0,0.00026350461133069827
0.15000000000000002,avg_clustering,Controls,TE,20,9,153.0,0.003216229310127449
0.15000000000000002,avg_clustering,AE,TE,5,9,6.0,0.02897102897102897
0.15000000000000002,avg_path_length,Controls,AE,20,5,25.0,0.09696969696969696
0.15000000000000002,avg_path_length,Controls,TE,20,9,100.0,0.6542727908086148
0.15000000000000002,avg_path_length,AE,TE,5,9,37.0,0.05994005994005994
0.15000000000000002,small_worldness,Controls,AE,20,5,97.0,0.00026350461133069827
0.15000000000000002,small_worldness,Controls,TE,20,9,126.0,0.09423165073398893
0.15000000000000002,small_worldness,AE,TE,5,9,6.0,0.02897102897102897
0.2,global_efficiency,Controls,AE,20,5,80.0,0.04234895539243365
0.2,global_efficiency,Controls,TE,20,9,86.0,0.868950607624914
