cost,metric,group1,group2,n1,n2,U,p
0.05,global_efficiency,Controls,FO,20,8,67.0,0.5326840631188459
0.05,global_efficiency,Controls,UO,20,6,43.0,0.3243973417886461
0.05,global_efficiency,FO,UO,8,6,20.0,0.662004662004662
0.05,avg_clustering,Controls,FO,20,8,96.0,0.4384671689019516
0.05,avg_clustering,Controls,UO,20,6,119.0,1.7373930417408677e-05
0.05,avg_clustering,FO,UO,8,6,38.0,0.08125208125208126
0.05,avg_path_length,Controls,FO,20,8,94.0,0.5002340654514569
0.05,avg_path_length,Controls,UO,20,6,78.0,0.2954263128176171
0.05,avg_path_length,FO,UO,8,6,27.0,0.7545787545787546
0.05,small_worldness,Controls,FO,20,8,82.0,0.9404817404817405
0.05,small_worldness,Controls,UO,20,6,99.0,0.016010076879642097
0.05,small_worldness,FO,UO,8,6,35.0,0.18115218115218118
0.1,global_efficiency,Controls,FO,20,8,71.0,0.6718260805217328
0.1,global_efficiency,Controls,UO,20,6,44.0,0.35512313773183335
0.1,global_efficiency,FO,UO,8,6,19.0,0.5727605727605728
0.1,avg_clustering,Controls,FO,20,8,123.0,0.028482306743176304
0.1,avg_clustering,Controls,UO,20,6,113.0,0.0003822264691829909
0.1,avg_clustering,FO,UO,8,6,34.0,0.22843822843822847
0.1,avg_path_length,Controls,FO,20,8,84.0,0.8616665138404269
0.1,avg_path_length,Controls,UO,20,6,79.0,0.2680797463406159
0.1,avg_path_length,FO,UO,8,6,30.0,0.4908424908424909
0.1,small_worldness,Controls,FO,20,8,102.0,0.28059219363567195
0.1,small_worldness,Controls,UO,20,6,89.0,0.08283021326499586
0.1,small_worldness,FO,UO,8,6,31.0,0.4135864135864136
0.15000000000000002,global_efficiency,Controls,FO,20,8,92.0,0.5661385313559228
0.15000000000000002,global_efficiency,Controls,UO,20,6,60.0,1.0
0.15000000000000002,global_efficiency,FO,UO,8,6,24.0,1.0
0.15000000000000002,avg_clustering,Controls,FO,20,8,135.0,0.0038666647362299534
0.15000000000000002,avg_clustering,Controls,UO,20,6,115.0,0.00016505233896538246
0.15000000000000002,avg_clustering,FO,UO,8,6,29.0,0.5727605727605728
0.15000000000000002,avg_path_length,Controls,FO,20,8,62.0,0.3811473550603986
0.15000000000000002,avg_path_length,Controls,UO,20,6,63.0,0.8822742474916387
0.15000000000000002,avg_path_length,FO,UO,8,6,30.0,0.4908424908424909
0.15000000000000002,small_worldness,Controls,FO,20,8,122.0,0.0327517892735284
0.15000000000000002,small_worldness,Controls,UO,20,6,101.0,0.010693654171915042
0.15000000000000002,small_worldness,FO,UO,8,6,24.0,1.0
0.2,global_efficiency,Controls,FO,20,8,97.0,0.40922813096726146
0.2,global_efficiency,Controls,UO,20,6,69.0,0.6139686400555965
0.2,global_efficiency,FO,UO,8,6,27.0,0.7545787545787546
0.2,avg_clustering,Controls,FO,20,8,132.0,0.006782267651832869
0.2,avg_clustering,Controls,UO,20,6,82.0,0.1962732919254658
