cost,metric,group1,group2,n1,n2,U,p
0.05,global_efficiency,Controls,AE,20,5,61.0,0.4875964615095049
0.05,global_efficiency,Controls,TE,20,9,84.0,0.7954250063905932
0.05,global_efficiency,AE,TE,5,9,14.0,0.2977022977022977
0.05,avg_clustering,Controls,AE,20,5,31.0,0.21633728590250326
0.05,avg_clustering,Controls,TE,20,9,118.0,0.19485064860886958
0.05,avg_clustering,AE,TE,5,9,37.0,0.05994005994005994
0.05,avg_path_length,Controls,AE,20,5,36.0,0.3706004140786749
0.05,avg_path_length,Controls,TE,20,9,93.0,0.9061856157549283
0.05,avg_path_length,AE,TE,5,9,30.0,0.36363636363636365
0.05,small_worldness,Controls,AE,20,5,50.0,1.0
0.05,small_worldness,Controls,TE,20,9,118.0,0.19485064860886958
0.05,small_worldness,AE,TE,5,9,32.0,0.23976023976023977
0.1,global_efficiency,Controls,AE,20,5,51.0,0.9737624694146431
0.1,global_efficiency,Controls,TE,20,9,90.0,1.0
0.1,global_efficiency,AE,TE,5,9,21.0,0.8981018981018981
0.1,avg_clustering,Controls,AE,20,5,47.0,0.8694146433276866
0.1,avg_clustering,Controls,TE,20,9,118.0,0.19485064860886958
0.1,avg_clustering,AE,TE,5,9,31.0,0.2977022977022977
0.1,avg_path_length,Controls,AE,20,5,45.0,0.7671372106154712
0.1,avg_path_length,Controls,TE,20,9,92.0,0.9436280222029834
0.1,avg_path_length,AE,TE,5,9,26.0,0.6993006993006993
0.1,small_worldness,Controls,AE,20,5,55.0,0.7671372106154712
0.1,small_worldness,Controls,TE,20,9,109.0,0.38315471887403285
0.1,small_worldness,AE,TE,5,9,25.0,0.7972027972027972
0.15000000000000002,global_efficiency,Controls,AE,20,5,50.0,1.0
0.15000000000000002,global_efficiency,Controls,TE,20,9,88.0,0.9436280222029834
0.15000000000000002,global_efficiency,AE,TE,5,9,22.0,1.0
0.15000000000000002,avg_clustering,Controls,AE,20,5,26.0,0.11236589497459061
0.15000000000000002,avg_clustering,Controls,TE,20,9,86.0,0.868950607624914
0.15000000000000002,avg_clustering,AE,TE,5,9,32.0,0.23976023976023977
0.15000000000000002,avg_path_length,Controls,AE,20,5,49.0,0.9737624694146431
0.15000000000000002,avg_path_length,Controls,TE,20,9,98.0,0.7236736098317631
0.15000000000000002,avg_path_length,AE,TE,5,9,26.0,0.6993006993006993
0.15000000000000002,small_worldness,Controls,AE,20,5,40.0,0.5304347826086956
0.15000000000000002,small_worldness,Controls,TE,20,9,87.0,0.9061856157549283
0.15000000000000002,small_worldness,AE,TE,5,9,22.0,1.0
0.2,global_efficiency,Controls,AE,20,5,55.0,0.7671372106154712
0.2,global_efficiency,Controls,TE,20,9,82.0,0.7236736098317631
0.2,global_efficiency,AE,TE,5,9,17.0,0.5184815184815185
0.2,avg_clustering,Controls,AE,20,5,28.0,0.14831545266327872
0.2,avg_clustering,Controls,TE,20,9,90.0,1.0
0.2,avg_clustering,AE,TE,5,9,34.0,0.14685314685314685
0.2,avg_path_length,Controls,AE,20,5,46.0,0.8179559570863917
0.2,avg_path_length,Controls,TE,20,9,107.0,0.43667663367489107
0.2,avg_path_length,AE,TE,5,9,28.0,0.5184815184815185
0.2,small_worldness,Controls,AE,20,5,41.0,0.5748917748917748
0.2,small_worldness,Controls,TE,20,9,84.0,0.7954250063905932
0.2,small_worldness,AE,TE,5,9,22.0,1.0
0.25,global_efficiency,Controls,AE,20,5,59.0,0.5748917748917748
0.25,global_efficiency,Controls,TE,20,9,64.0,0.22933194239164756
0.25,global_efficiency,AE,TE,5,9,12.0,0.18981018981018982
0.25,avg_clustering,Controls,AE,20,5,23.0,0.07095802747976661
0.25,avg_clustering,Controls,TE,20,9,79.0,0.6206179464376897
0.25,avg_clustering,AE,TE,5,9,33.0,0.18981018981018982
0.25,avg_path_length,Controls,AE,20,5,48.0,0.9214756258234517
0.25,avg_path_length,Controls,TE,20,9,125.0,0.103876157063085
0.25,avg_path_length,AE,TE,5,9,34.0,0.14685314685314685
0.25,small_worldness,Controls,AE,20,5,43.0,0.668473555430077
0.25,small_worldness,Controls,TE,20,9,51.0,0.06953814037457189
0.25,small_worldness,AE,TE,5,9,20.0,0.7972027972027972
0.3,global_efficiency,Controls,AE,20,5,60.0,0.5304347826086956
0.3,global_efficiency,Controls,TE,20,9,63.0,0.21158389479778583
0.3,global_efficiency,AE,TE,5,9,11.0,0.14685314685314685
0.3,avg_clustering,Controls,AE,20,5,19.0,0.03512140033879164
0.3,avg_clustering,Controls,TE,20,9,76.0,0.5245182802130763
0.3,avg_clustering,AE,TE,5,9,33.0,0.18981018981018982
0.3,avg_path_length,Controls,AE,20,5,49.0,0.9737624694146431
0.3,avg_path_length,Controls,TE,20,9,123.0,0.1255064714374691
0.3,avg_path_length,AE,TE,5,9,33.0,0.18981018981018982
0.3,small_worldness,Controls,AE,20,5,42.0,0.621005081874647
0.3,small_worldness,Controls,TE,20,9,50.0,0.0625963448235217
0.3,small_worldness,AE,TE,5,9,18.0,0.6063936063936064
0.35000000000000003,global_efficiency,Controls,AE,20,5,58.0,0.621005081874647
0.35000000000000003,global_efficiency,Controls,TE,20,9,57.0,0.1255064714374691
0.35000000000000003,global_efficiency,AE,TE,5,9,10.0,0.11188811188811189
0.35000000000000003,avg_clustering,Controls,AE,20,5,22.0,0.060154338415207974
0.35000000000000003,avg_clustering,Controls,TE,20,9,69.0,0.33385443443022034
0.35000000000000003,avg_clustering,AE,TE,5,9,31.0,0.2977022977022977
0.35000000000000003,avg_path_length,Controls,AE,20,5,48.0,0.9214756258234517
0.35000000000000003,avg_path_length,Controls,TE,20,9,129.0,0.06953814037457189
0.35000000000000003,avg_path_length,AE,TE,5,9,35.0,0.11188811188811189
0.35000000000000003,small_worldness,Controls,AE,20,5,39.0,0.4875964615095049
0.35000000000000003,small_worldness,Controls,TE,20,9,44.0,0.03196159741439155
0.35000000000000003,small_worldness,AE,TE,5,9,20.0,0.7972027972027972
0.4,global_efficiency,Controls,AE,20,5,54.0,0.8179559570863917
0.4,global_efficiency,Controls,TE,20,9,55.0,0.103876157063085
0.4,global_efficiency,AE,TE,5,9,9.0,0.08291708291708291
0.4,avg_clustering,Controls,AE,20,5,23.0,0.07095802747976661
0.4,avg_clustering,Controls,TE,20,9,54.0,0.09423165073398893
0.4,avg_clustering,AE,TE,5,9,29.0,0.43756243756243757
0.4,avg_path_length,Controls,AE,20,5,48.5,0.9458256827859204
0.4,avg_path_length,Controls,TE,20,9,131.0,0.05623780387727592
0.4,avg_path_length,AE,TE,5,9,34.0,0.14685314685314685
0.4,small_worldness,Controls,AE,20,5,37.0,0.4076039902126858
0.4,small_worldness,Controls,TE,20,9,41.0,0.022236016687805938
0.4,small_worldness,AE,TE,5,9,21.0,0.8981018981018981
0.45,global_efficiency,Controls,AE,20,5,49.0,0.9737624694146431
0.45,global_efficiency,Controls,TE,20,9,51.0,0.06953814037457189
0.45,global_efficiency,AE,TE,5,9,11.0,0.14685314685314685
0.45,avg_clustering,Controls,AE,20,5,20.0,0.04234895539243365
0.45,avg_clustering,Controls,TE,20,9,74.0,0.46497646294543604
0.45,avg_clustering,AE,TE,5,9,34.0,0.14685314685314685
0.45,avg_path_length,Controls,AE,20,5,55.0,0.7597770247764075
0.45,avg_path_length,Controls,TE,20,9,128.0,0.07706346175307745
0.45,avg_path_length,AE,TE,5,9,31.5,0.2565509968284574
0.45,small_worldness,Controls,AE,20,5,29.0,0.16901938641069073
0.45,small_worldness,Controls,TE,20,9,45.0,0.03592722509105146
0.45,small_worldness,AE,TE,5,9,23.0,1.0
0.5,global_efficiency,Controls,AE,20,5,44.0,0.7172971955580649
0.5,global_efficiency,Controls,TE,20,9,48.0,0.05042643817863636
0.5,global_efficiency,AE,TE,5,9,13.0,0.23976023976023977
0.5,avg_clustering,Controls,AE,20,5,10.0,0.004253717297195558
0.5,avg_clustering,Controls,TE,20,9,81.0,0.6886455446538766
0.5,avg_clustering,AE,TE,5,9,38.0,0.04195804195804195
0.5,avg_path_length,Controls,AE,20,5,59.0,0.5748917748917748
0.5,avg_path_length,Controls,TE,20,9,134.0,0.04030497436254076
0.5,avg_path_length,AE,TE,5,9,27.0,0.6063936063936064
0.5,small_worldness,Controls,AE,20,5,18.0,0.028947863730472423
0.5,small_worldness,Controls,TE,20,9,44.0,0.03196159741439155
0.5,small_worldness,AE,TE,5,9,27.0,0.6063936063936064
