,Mean,Median,Mode
1,-0.008448878692490697,-0.006682420149445534,-0.08267640769481654
2,0.12428863560044016,0.14220670610666275,0.21431593358516698
3,0.15211756265451204,0.15919654071331024,0.2642643317580222
4,0.4466281608783939,0.5158495306968689,0.7242829501628876
5,0.21229634855215263,0.2689100503921509,0.3106904438138008
6,0.19406577886655427,0.1616160124540329,0.03595323413610463
7,0.14449505704885748,0.12258146703243256,-0.050378991663455996
8,-0.05465120200142727,-0.0640692412853241,-0.10697230368852617
9,-0.008224252883554254,-0.01737637259066105,-0.10603467017412188
10,0.11806899775486947,0.17084680497646332,0.27659058272838594
11,-0.21048068654450647,-0.28677205741405487,-0.3205662909150124
12,0.13389060074284462,0.023525902070105076,0.8819131395220756
13,0.32006576186663593,0.3338204026222229,0.302065179347992
14,0.38169408019710266,0.3729541003704071,0.1483809922635555
15,0.21868831223635726,0.22340523451566696,0.19680002152919768
16,0.20910976040901622,0.18571258336305618,0.14965411752462388
17,-0.04828259861195883,-0.08526944741606712,-0.15593372136354447
18,-0.23724407924376628,-0.25405898690223694,-0.296079618036747
19,-0.30301634333682215,-0.23437939584255219,-0.9040607827901841
20,-0.4263749696386545,-0.45309168100357056,-0.894834516942501
21,-0.17542375808262006,-0.1050715297460556,-0.9435471743345261
22,-0.03296319887317853,-0.08326679468154907,-0.2560809814929962
23,0.11535211750612512,0.048094961792230606,-0.12063714623451227
24,-0.001205244615848642,-0.035511747002601624,-0.13584963113069534
25,0.20153940830407788,0.16550856083631516,0.09841994255781172
26,-0.09635551705715867,-0.11676664650440216,-0.8934578543901444
27,-0.12499870217438916,-0.10818300023674965,-0.0027756482362747414
28,-0.1047284102522256,-0.11280717700719833,-0.1893423333764076
29,0.40890035953761406,0.2195010632276535,0.33761138498783116
30,0.31749446569960493,0.07820839434862137,-0.20333865553140645
31,0.033755978294597956,0.026331684552133083,0.0010220566391944963
32,-0.0756224788548565,-0.1049969419836998,-0.13303350925445556
33,-0.012648334537186915,-0.08423846960067749,-0.2332928845286369
34,-0.021370519440412794,-0.03626652806997299,-0.07304266065359113
35,-0.1031712194022035,-0.12482042610645294,-0.13423551991581917
36,-0.028113392468090696,-0.035892073065042496,-0.06589888602495192
37,-0.12609552389659895,-0.14437316358089447,-0.15755691081285475
38,0.03316977107903857,-0.025418853387236595,-0.12826332598924634
39,0.11471386180090251,0.08750337734818459,0.027398687899112706
40,0.0741526540327333,0.0450301393866539,0.06577522903680805
41,-0.08598793519379273,-0.11900735273957253,-0.1727132111787796
42,0.09666820336457263,0.06991936266422272,-0.004033153653144855
43,0.2037302778917483,0.18366792798042297,0.00800518900156022
44,0.08313078471548549,0.06398197263479233,-0.10262477546930315
45,-0.01770370753499628,0.009461603127419949,0.023842658996582056
46,0.10360935827764725,0.17007753252983093,-0.8777558118104936
47,-0.1682556474483905,-0.18219289928674698,-0.20003666877746573
48,-0.16486780166778806,-0.15742463618516922,-0.22250278681516644
49,0.0998904792050798,0.0005455964128486812,-0.2807032930850982
50,0.035921759937861925,0.02510710060596466,0.035101869702339195
51,0.0766678725411428,0.09265005961060524,0.13293123900890347
52,-0.036404323908098425,-0.05277613550424576,-0.012947887182235773
53,0.03781647812462893,0.00025048915631487034,-0.2877772817015648
54,-0.13756523848468208,-0.21509508043527603,-0.42241337478160856
55,-0.2409107444252515,-0.24583503603935242,-0.9127011889219284
56,-0.23714444074099383,-0.30118219554424286,-0.39412240117788316
57,-0.01747962041093092,-0.0166983213275671,0.05334383025765421
58,0.014765517090742574,-0.0007346604252234101,-0.11007948875427245
