region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
67,7Networks_LH_SalVentAttn_Med_1,9.7,16.5714,77.5,0.029689837199378885,False
68,7Networks_LH_SalVentAttn_Med_2,14.65,18.8571,109.0,0.28507236619746157,False
69,7Networks_LH_SalVentAttn_Med_3,9.25,9.3571,148.5,0.7786972483695559,False
70,7Networks_LH_Limbic_OFC_1,7.3,6.0714,156.5,0.5733834188667875,False
71,7Networks_LH_Limbic_OFC_2,13.6,11.0,175.5,0.2200712984531069,False
72,7Networks_LH_Limbic_TempPole_1,10.1,7.1429,163.0,0.4292816057734953,False
73,7Networks_LH_Limbic_TempPole_2,19.0,14.0,184.0,0.1276427428621758,False
74,7Networks_LH_Limbic_TempPole_3,5.65,4.6429,158.5,0.5161061562008272,False
75,7Networks_LH_Limbic_TempPole_4,5.1,5.2143,147.0,0.8157605833026765,False
76,7Networks_LH_Cont_Par_1,7.15,8.3571,124.5,0.5979760784316048,False
77,7Networks_LH_Cont_Par_2,11.2,12.5,140.5,1.0,False
78,7Networks_LH_Cont_Par_3,7.85,11.0714,130.0,0.7388903407846508,False
79,7Networks_LH_Cont_Temp_1,12.45,12.2857,145.5,0.8607603807084354,False
80,7Networks_LH_Cont_OFC_1,8.55,8.1429,167.0,0.3511784976764257,False
81,7Networks_LH_Cont_PFCl_1,12.5,5.2143,230.5,0.0015989281887573868,False
82,7Networks_LH_Cont_PFCl_2,7.35,9.2857,159.5,0.504211077559019,False
83,7Networks_LH_Cont_PFCl_3,19.25,13.6429,193.0,0.06586123122427193,False
84,7Networks_LH_Cont_PFCl_4,16.1,22.7857,67.0,0.010886350688073358,False
85,7Networks_LH_Cont_PFCl_5,17.4,17.3571,146.0,0.8471742601065869,False
86,7Networks_LH_Cont_pCun_1,8.5,10.0714,133.5,0.8324740378538313,False
87,7Networks_LH_Cont_Cing_1,7.15,6.1429,174.5,0.2301505509447589,False
88,7Networks_LH_Cont_Cing_2,8.9,3.5714,203.5,0.02638184294145413,False
89,7Networks_LH_Default_Temp_1,11.2,10.5714,127.5,0.6737496219461485,False
90,7Networks_LH_Default_Temp_2,15.8,14.4286,158.0,0.5396401650791502,False
91,7Networks_LH_Default_Temp_3,17.15,14.2143,165.0,0.38996051157028966,False
92,7Networks_LH_Default_Temp_4,19.65,16.6429,169.5,0.3096885878179718,False
93,7Networks_LH_Default_Temp_5,19.3,19.6429,138.0,0.9580460436690211,False
94,7Networks_LH_Default_Par_1,15.8,13.8571,150.5,0.7260516999407363,False
95,7Networks_LH_Default_Par_2,8.55,5.0,179.5,0.1624475650918613,False
96,7Networks_LH_Default_Par_3,8.4,9.2857,144.0,0.9019174804160058,False
97,7Networks_LH_Default_Par_4,13.55,12.0714,172.0,0.2688762273926314,False
98,7Networks_LH_Default_PFC_1,11.2,11.2143,132.0,0.7925440140549382,False
99,7Networks_LH_Default_PFC_2,14.6,15.0714,137.0,0.9301980906634545,False
100,7Networks_LH_Default_PFC_3,8.5,8.5,153.5,0.6465223627959764,False
101,7Networks_LH_Default_PFC_4,12.4,8.9286,176.5,0.2067205114337647,False
102,7Networks_LH_Default_PFC_5,19.6,14.5,185.0,0.11829837546321684,False
103,7Networks_LH_Default_PFC_6,14.4,13.8571,155.5,0.5988763709001602,False
104,7Networks_LH_Default_PFC_7,10.75,8.3571,172.5,0.2620829431353491,False
105,7Networks_LH_Default_PFC_8,13.3,17.2143,99.5,0.16076691418406286,False
106,7Networks_LH_Default_PFC_9,8.05,4.3571,172.0,0.2667705374481787,False
107,7Networks_LH_Default_PFC_10,10.95,16.0714,88.5,0.07412249170602316,False
108,7Networks_LH_Default_PFC_11,4.45,11.6429,72.0,0.017378448040914544,False
109,7Networks_LH_Default_PFC_12,18.1,15.7143,170.0,0.3011618616032843,False
110,7Networks_LH_Default_PFC_13,10.6,12.7143,130.0,0.7390447856040336,False
111,7Networks_LH_Default_pCunPCC_1,13.2,14.5714,131.5,0.7791768716255568,False
112,7Networks_LH_Default_pCunPCC_2,12.6,20.4286,86.5,0.06330731941254823,False
113,7Networks_LH_Default_pCunPCC_3,11.25,12.0,148.5,0.7789126379106589,False
114,7Networks_LH_Default_pCunPCC_4,13.9,17.0714,113.5,0.362188026115425,False
115,7Networks_LH_Default_PHC_1,15.8,12.2143,194.5,0.05846298866862965,False
116,7Networks_RH_Vis_1,20.2,19.5714,142.5,0.9440985721304487,False
117,7Networks_RH_Vis_2,15.95,17.8571,127.0,0.6614751219678634,False
118,7Networks_RH_Vis_3,14.2,17.8571,115.0,0.389304059312917,False
119,7Networks_RH_Vis_4,12.6,11.3571,156.0,0.5865494541588111,False
120,7Networks_RH_Vis_5,7.15,8.5714,124.5,0.5975802968592026,False
121,7Networks_RH_Vis_6,8.4,3.4286,198.5,0.04070400653116433,False
122,7Networks_RH_Vis_7,8.15,8.8571,143.5,0.9157168596597773,False
123,7Networks_RH_Vis_8,7.15,6.5,157.5,0.5482047924642757,False
124,7Networks_RH_Vis_9,9.25,8.2857,154.5,0.6230620954544916,False
125,7Networks_RH_Vis_10,7.9,9.7143,153.0,0.6606213268418724,False
126,7Networks_RH_Vis_11,17.9,11.5,199.5,0.03833765594086221,False
127,7Networks_RH_Vis_12,10.1,8.7857,159.5,0.5050961541358127,False
128,7Networks_RH_Vis_13,8.65,14.4286,95.5,0.12257625880712027,False
129,7Networks_RH_Vis_14,5.1,6.3571,120.5,0.4990036233414682,False
130,7Networks_RH_Vis_15,17.5,9.5714,211.0,0.013482475166108548,False
131,7Networks_RH_SomMot_1,13.25,17.0714,113.0,0.3531044043666478,False
132,7Networks_RH_SomMot_2,13.7,14.0,145.5,0.8607815394990459,False
133,7Networks_RH_SomMot_3,8.75,15.2143,77.0,0.028337732139063005,False
134,7Networks_RH_SomMot_4,8.65,16.1429,62.0,0.006593381051531537,False
135,7Networks_RH_SomMot_5,13.5,9.4286,182.0,0.14514964758487128,False
136,7Networks_RH_SomMot_6,14.6,11.0,167.0,0.3529199341056575,False
137,7Networks_RH_SomMot_7,16.1,12.6429,169.0,0.3178450513962674,False
138,7Networks_RH_SomMot_8,5.2,10.5714,100.5,0.16934759354460316,False
139,7Networks_RH_SomMot_9,9.15,9.5714,131.0,0.7646259745176094,False
140,7Networks_RH_SomMot_10,10.55,11.4286,124.5,0.5988763709001602,False
141,7Networks_RH_SomMot_11,10.55,10.3571,156.5,0.5746810025026341,False
142,7Networks_RH_SomMot_12,11.35,12.7143,136.5,0.9162272134585474,False
143,7Networks_RH_SomMot_13,5.15,5.2143,144.5,0.8868829857271304,False
144,7Networks_RH_SomMot_14,9.3,12.6429,124.5,0.5987360973589662,False
145,7Networks_RH_SomMot_15,11.4,11.0,156.0,0.5865207051301679,False
146,7Networks_RH_SomMot_16,10.15,9.7857,159.5,0.5054227713693938,False
147,7Networks_RH_SomMot_17,11.7,6.2857,202.0,0.030773693024864837,False
148,7Networks_RH_SomMot_18,9.9,15.6429,100.0,0.16534768732385485,False
149,7Networks_RH_SomMot_19,7.0,5.9286,140.0,1.0,False
150,7Networks_RH_DorsAttn_Post_1,15.15,10.9286,179.0,0.17671470984682736,False
151,7Networks_RH_DorsAttn_Post_2,22.9,18.4286,176.5,0.20717312334809712,False
152,7Networks_RH_DorsAttn_Post_3,14.65,11.7857,173.5,0.24659452598784048,False
153,7Networks_RH_DorsAttn_Post_4,6.65,9.6429,135.5,0.8877765246514117,False
154,7Networks_RH_DorsAttn_Post_5,11.4,10.9286,143.0,0.9301233130545058,False
155,7Networks_RH_DorsAttn_Post_6,5.55,8.3571,117.5,0.43406857132673216,False
156,7Networks_RH_DorsAttn_Post_7,14.9,9.2143,187.5,0.09923653799573541,False
157,7Networks_RH_DorsAttn_Post_8,12.8,8.6429,182.0,0.14579863546551178,False
158,7Networks_RH_DorsAttn_Post_9,15.1,13.2857,151.5,0.6998601317629468,False
159,7Networks_RH_DorsAttn_Post_10,10.9,6.8571,198.5,0.04169108982244165,False
160,7Networks_RH_DorsAttn_FEF_1,12.8,12.2143,146.5,0.8331987902857483,False
161,7Networks_RH_DorsAttn_FEF_2,16.2,15.1429,156.0,0.5871518077320206,False
162,7Networks_RH_DorsAttn_PrCv_1,21.8,19.7143,154.0,0.6360722436186401,False
163,7Networks_RH_SalVentAttn_TempOccPar_1,16.2,12.0714,189.5,0.08590607131362336,False
164,7Networks_RH_SalVentAttn_TempOccPar_2,16.35,11.7143,191.5,0.07401186635043283,False
165,7Networks_RH_SalVentAttn_TempOccPar_3,15.75,11.4286,190.0,0.08254215274875194,False
166,7Networks_RH_SalVentAttn_PrC_1,8.6,10.2857,132.5,0.8055913008171514,False
167,7Networks_RH_SalVentAttn_FrOperIns_1,6.2,5.5714,146.5,0.8286482724325975,False
168,7Networks_RH_SalVentAttn_FrOperIns_2,16.2,13.8571,156.5,0.5749449687407466,False
169,7Networks_RH_SalVentAttn_FrOperIns_3,6.95,12.4286,94.5,0.1136076340185021,False
170,7Networks_RH_SalVentAttn_FrOperIns_4,15.3,20.2143,90.0,0.08277769558849478,False
171,7Networks_RH_SalVentAttn_Med_1,12.1,15.2143,108.0,0.268360560335426,False
172,7Networks_RH_SalVentAttn_Med_2,12.4,18.0714,82.0,0.043128927623716944,False
173,7Networks_RH_SalVentAttn_Med_3,11.75,10.0714,161.0,0.47258218709469035,False
174,7Networks_RH_Limbic_OFC_1,15.1,13.4286,162.0,0.4511869473291844,False
175,7Networks_RH_Limbic_OFC_2,11.1,8.3571,169.0,0.3172137102518552,False
176,7Networks_RH_Limbic_OFC_3,8.65,6.5,147.0,0.8185670350773785,False
177,7Networks_RH_Limbic_TempPole_1,6.65,5.6429,163.0,0.4284270196531462,False
178,7Networks_RH_Limbic_TempPole_2,16.55,11.5714,184.5,0.1227199214598017,False
179,7Networks_RH_Limbic_TempPole_3,7.6,6.7857,144.0,0.9013924483539483,False
180,7Networks_RH_Cont_Par_1,5.3,6.3571,147.0,0.81842835803647,False
181,7Networks_RH_Cont_Par_2,9.0,7.7857,164.5,0.39858172898835265,False
182,7Networks_RH_Cont_Par_3,12.2,11.5,158.5,0.5281178691375512,False
183,7Networks_RH_Cont_Temp_1,10.35,9.6429,156.0,0.5864631891531191,False
184,7Networks_RH_Cont_PFCv_1,8.75,10.7143,106.0,0.23827712920424082,False
185,7Networks_RH_Cont_PFCl_1,12.2,9.2143,156.0,0.5866643905888369,False
186,7Networks_RH_Cont_PFCl_2,12.15,10.3571,164.5,0.3995260743511667,False
187,7Networks_RH_Cont_PFCl_3,18.3,14.7143,173.5,0.24699396955144526,False
188,7Networks_RH_Cont_PFCl_4,14.9,18.1429,113.0,0.3529937403403417,False
189,7Networks_RH_Cont_PFCl_5,15.2,11.8571,168.5,0.325629665990426,False
190,7Networks_RH_Cont_PFCl_6,13.5,9.0,180.0,0.16580301029963807,False
191,7Networks_RH_Cont_PFCl_7,13.9,12.7857,158.5,0.5275794720256257,False
192,7Networks_RH_Cont_pCun_1,9.3,13.8571,89.0,0.07596330695138115,False
193,7Networks_RH_Cont_Cing_1,14.45,6.2857,225.0,0.0030173852890108305,False
194,7Networks_RH_Cont_Cing_2,9.3,4.0714,211.0,0.012902940863701145,False
195,7Networks_RH_Cont_PFCmp_1,9.9,15.4286,87.0,0.06567491582640855,False
196,7Networks_RH_Cont_PFCmp_2,17.85,17.5714,141.0,0.9859956389496031,False
197,7Networks_RH_Default_Par_1,12.9,11.6429,172.0,0.26917045168561926,False
198,7Networks_RH_Default_Par_2,19.3,20.6429,135.0,0.874514856386948,False
199,7Networks_RH_Default_Par_3,6.75,4.7857,168.5,0.3226727411930316,False
200,7Networks_RH_Default_Temp_1,8.35,6.6429,140.5,1.0,False
201,7Networks_RH_Default_Temp_2,16.95,13.6429,178.0,0.1890038136996246,False
202,7Networks_RH_Default_Temp_3,12.3,14.0,121.5,0.527738013867924,False
203,7Networks_RH_Default_Temp_4,12.8,11.7857,149.0,0.7657321360251224,False
204,7Networks_RH_Default_Temp_5,12.4,13.3571,123.5,0.5747690456202309,False
205,7Networks_RH_Default_PFCv_1,14.1,12.5,153.5,0.648324230024265,False
206,7Networks_RH_Default_PFCdPFCm_1,20.0,15.1429,181.5,0.15059043133251226,False
207,7Networks_RH_Default_PFCdPFCm_2,13.6,12.2143,156.0,0.586779231622188,False
208,7Networks_RH_Default_PFCdPFCm_3,8.15,5.9286,183.5,0.130271575441498,False
209,7Networks_RH_Default_PFCdPFCm_4,12.35,12.2857,162.5,0.4404856977930727,False
210,7Networks_RH_Default_PFCdPFCm_5,9.15,10.2143,135.5,0.8878888922722643,False
211,7Networks_RH_Default_PFCdPFCm_6,16.3,13.8571,170.0,0.3012359447978642,False
212,7Networks_RH_Default_PFCdPFCm_7,16.1,12.4286,178.0,0.18846168178209544,False
213,7Networks_RH_Default_pCunPCC_1,12.9,14.6429,126.0,0.6358132167453241,False
214,7Networks_RH_Default_pCunPCC_2,16.7,15.3571,152.0,0.6867652103935337,False
215,7Networks_RH_Default_pCunPCC_3,13.55,17.0714,112.0,0.3345292095458965,False
216,Cereb_I_II_L,1.9,4.0714,86.0,0.05106862829535066,False
217,Cereb_I_II_R,2.55,3.4286,83.5,0.03864357941423049,False
218,Cereb_III_VI_L,12.5,15.4286,119.0,0.4724464751060149,False
219,Cereb_III_VI_R,12.8,15.8571,98.5,0.1502146458309924,False
220,Cereb_VII_X_L,3.1,7.0,85.0,0.052400001805315746,False
221,Cereb_VII_X_R,5.6,7.1429,100.0,0.16247358290624558,False
222,Vermis,3.45,11.0,28.0,8.376459187097501e-05,True
