region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
76,7Networks_LH_Cont_Par_1,4.85,10.9286,78.5,0.031314221535377,False
77,7Networks_LH_Cont_Par_2,11.35,14.3571,127.5,0.6741972567014143,False
78,7Networks_LH_Cont_Par_3,7.85,7.0,151.0,0.7113576354578264,False
79,7Networks_LH_Cont_Temp_1,9.7,11.0714,127.5,0.6734896214024226,False
80,7Networks_LH_Cont_OFC_1,2.75,6.2143,72.5,0.014014918697360301,True
81,7Networks_LH_Cont_PFCl_1,5.7,14.6429,83.5,0.04824597161550188,False
82,7Networks_LH_Cont_PFCl_2,8.05,17.3571,82.5,0.045324442632710224,False
83,7Networks_LH_Cont_PFCl_3,9.85,23.0714,54.5,0.002907625599841495,True
84,7Networks_LH_Cont_PFCl_4,8.4,20.1429,40.0,0.0004843845495899592,True
85,7Networks_LH_Cont_PFCl_5,10.05,13.0714,122.5,0.551103810304997,False
86,7Networks_LH_Cont_pCun_1,19.7,25.5714,120.0,0.49428616455701635,False
87,7Networks_LH_Cont_Cing_1,2.95,2.5714,189.5,0.05845701456643039,False
88,7Networks_LH_Cont_Cing_2,1.45,3.0,84.5,0.020088422640294524,False
89,7Networks_LH_Default_Temp_1,5.65,4.7143,161.0,0.46665160561632213,False
90,7Networks_LH_Default_Temp_2,7.25,5.6429,157.5,0.5296260795740112,False
91,7Networks_LH_Default_Temp_3,7.75,8.4286,124.5,0.598117147300366,False
92,7Networks_LH_Default_Temp_4,9.2,11.1429,118.0,0.4498994546856139,False
93,7Networks_LH_Default_Temp_5,7.05,10.3571,114.5,0.3787803874765098,False
94,7Networks_LH_Default_Par_1,9.95,8.5,157.5,0.5500923970068974,False
95,7Networks_LH_Default_Par_2,4.45,7.7143,105.0,0.22076804169863973,False
96,7Networks_LH_Default_Par_3,5.25,6.7143,103.5,0.1873138107405833,False
97,7Networks_LH_Default_Par_4,9.3,17.2857,80.5,0.03851626601449334,False
98,7Networks_LH_Default_PFC_1,5.4,14.0,94.0,0.10803394291026698,False
99,7Networks_LH_Default_PFC_2,2.75,4.7143,109.5,0.2831631341095736,False
100,7Networks_LH_Default_PFC_3,6.15,11.5,129.0,0.7101105693948033,False
101,7Networks_LH_Default_PFC_4,9.8,16.6429,101.0,0.17734582821145073,False
102,7Networks_LH_Default_PFC_5,6.1,15.0,65.5,0.009447658728338302,True
103,7Networks_LH_Default_PFC_6,5.85,8.0,120.0,0.4924896280605504,False
104,7Networks_LH_Default_PFC_7,9.85,19.0714,73.0,0.01954985681055347,False
105,7Networks_LH_Default_PFC_8,6.85,7.4286,140.5,1.0,False
106,7Networks_LH_Default_PFC_9,8.1,20.0714,60.5,0.005577595739705178,True
107,7Networks_LH_Default_PFC_10,8.25,17.5,85.5,0.05811563127366081,False
108,7Networks_LH_Default_PFC_11,11.8,18.0,121.0,0.5163684124293286,False
109,7Networks_LH_Default_PFC_12,12.8,21.4286,86.5,0.063105003393149,False
110,7Networks_LH_Default_PFC_13,7.6,16.2857,48.5,0.0013919071827043663,True
111,7Networks_LH_Default_pCunPCC_1,7.1,9.3571,128.5,0.6991574413568762,False
112,7Networks_LH_Default_pCunPCC_2,10.3,14.9286,99.0,0.15547264936551933,False
113,7Networks_LH_Default_pCunPCC_3,14.2,9.5,189.5,0.08593010381184854,False
114,7Networks_LH_Default_pCunPCC_4,16.05,16.7143,166.0,0.3714194910932387,False
115,7Networks_LH_Default_PHC_1,4.0,3.1429,131.5,0.7709038827629947,False
116,7Networks_RH_Vis_1,7.05,4.4286,182.5,0.13527521436447446,False
117,7Networks_RH_Vis_2,5.6,4.7143,138.0,0.9572827330043144,False
118,7Networks_RH_Vis_3,26.25,20.2143,170.0,0.30127297817429166,False
119,7Networks_RH_Vis_4,16.95,9.7857,196.0,0.05156937396097299,False
120,7Networks_RH_Vis_5,17.5,19.2143,156.5,0.575003561511089,False
121,7Networks_RH_Vis_6,16.9,14.5,160.5,0.48344975363490594,False
122,7Networks_RH_Vis_7,10.15,6.0714,191.0,0.07616663032728169,False
123,7Networks_RH_Vis_8,7.15,10.3571,109.5,0.2910002401896622,False
124,7Networks_RH_Vis_9,17.5,10.7857,199.0,0.04005318825979404,False
125,7Networks_RH_Vis_10,11.6,5.2143,227.0,0.002418429687837708,True
126,7Networks_RH_Vis_11,10.4,6.5714,192.5,0.06729288042840416,False
127,7Networks_RH_Vis_12,13.15,9.6429,202.5,0.029564700657489194,False
128,7Networks_RH_Vis_13,18.85,9.3571,225.5,0.0028283091423524868,True
129,7Networks_RH_Vis_14,12.4,8.2143,198.5,0.04133007655571145,False
130,7Networks_RH_Vis_15,15.0,14.3571,140.5,1.0,False
131,7Networks_RH_SomMot_1,15.8,9.6429,216.0,0.008081748713051522,True
132,7Networks_RH_SomMot_2,10.95,4.7857,210.0,0.013510349596124262,True
133,7Networks_RH_SomMot_3,3.65,6.2143,115.5,0.39052750483540155,False
134,7Networks_RH_SomMot_4,10.9,7.6429,191.0,0.07501475312096678,False
135,7Networks_RH_SomMot_5,5.85,9.9286,128.5,0.6936089260767877,False
136,7Networks_RH_SomMot_6,9.15,7.7857,166.0,0.36369520061595295,False
137,7Networks_RH_SomMot_7,9.15,15.0714,98.0,0.14545880437045133,False
138,7Networks_RH_SomMot_8,5.7,2.7143,183.0,0.11915304452963375,False
139,7Networks_RH_SomMot_9,17.95,12.9286,184.5,0.12294971082962103,False
140,7Networks_RH_SomMot_10,19.35,7.7143,211.5,0.012678151855071079,True
141,7Networks_RH_SomMot_11,13.05,5.4286,215.5,0.008145770683313026,True
142,7Networks_RH_SomMot_12,12.95,11.5714,169.5,0.3088723489226479,False
143,7Networks_RH_SomMot_13,16.2,10.7143,193.5,0.06302409665313102,False
144,7Networks_RH_SomMot_14,18.45,15.8571,159.0,0.5166258306458275,False
145,7Networks_RH_SomMot_15,27.75,19.2143,181.0,0.15597980570570005,False
146,7Networks_RH_SomMot_16,21.7,15.7857,179.0,0.1773126384588697,False
147,7Networks_RH_SomMot_17,20.7,9.3571,214.5,0.009469575070111098,True
148,7Networks_RH_SomMot_18,17.85,14.7143,172.0,0.26979461210038813,False
149,7Networks_RH_SomMot_19,19.25,16.1429,178.0,0.18846168178209544,False
150,7Networks_RH_DorsAttn_Post_1,23.0,23.0714,155.5,0.5987641637967058,False
151,7Networks_RH_DorsAttn_Post_2,15.55,14.9286,157.5,0.551225945782864,False
152,7Networks_RH_DorsAttn_Post_3,14.0,9.8571,175.5,0.22021259504032153,False
153,7Networks_RH_DorsAttn_Post_4,9.15,9.6429,137.0,0.9300751146377564,False
154,7Networks_RH_DorsAttn_Post_5,10.7,7.2857,190.5,0.07923509796157262,False
155,7Networks_RH_DorsAttn_Post_6,14.25,16.0714,124.0,0.5869513145905185,False
156,7Networks_RH_DorsAttn_Post_7,10.75,13.4286,141.0,0.9859977917550882,False
157,7Networks_RH_DorsAttn_Post_8,16.3,26.3571,89.5,0.0795812171450376,False
158,7Networks_RH_DorsAttn_Post_9,23.95,21.0714,159.0,0.5169149397426864,False
159,7Networks_RH_DorsAttn_Post_10,16.75,15.6429,161.0,0.47077557442587603,False
160,7Networks_RH_DorsAttn_FEF_1,15.15,4.9286,241.5,0.0003908236997560758,True
161,7Networks_RH_DorsAttn_FEF_2,7.8,12.2857,126.0,0.6350328129361089,False
162,7Networks_RH_DorsAttn_PrCv_1,9.95,13.0714,124.0,0.586146423503884,False
163,7Networks_RH_SalVentAttn_TempOccPar_1,6.55,6.7143,160.5,0.4799645498665239,False
164,7Networks_RH_SalVentAttn_TempOccPar_2,4.9,5.0714,143.0,0.9295821053691594,False
165,7Networks_RH_SalVentAttn_TempOccPar_3,19.3,13.6429,196.0,0.05192807781740956,False
166,7Networks_RH_SalVentAttn_PrC_1,12.9,6.0,192.0,0.06923280971218629,False
167,7Networks_RH_SalVentAttn_FrOperIns_1,4.95,5.4286,145.0,0.8675939973393088,False
168,7Networks_RH_SalVentAttn_FrOperIns_2,17.5,9.0714,229.5,0.0018051020994417986,True
169,7Networks_RH_SalVentAttn_FrOperIns_3,5.45,4.5714,211.0,0.01107789457548731,True
170,7Networks_RH_SalVentAttn_FrOperIns_4,12.95,9.2857,206.0,0.02164224493885936,False
171,7Networks_RH_SalVentAttn_Med_1,20.95,6.3571,251.0,0.00010675837266940126,True
172,7Networks_RH_SalVentAttn_Med_2,19.25,9.5,222.0,0.004242264141020066,True
