metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.01,Controls,0.0003065458145221532,0.5403,0.10134047592700886,-0.006756843291815598,0.006524001688199636,0.9194,0.9194,False
d,0.01,Coma,-0.007597325544121099,0.0306,-1.8358422371468621,-0.008121103132421936,0.008246900849136195,0.0612,0.1224,False
d,0.03,Controls,0.0006923724549384912,0.7226,0.5910377884922143,-0.0022927057102040374,0.002269914665413925,0.5548,0.5548,False
d,0.03,Coma,-0.0023365144614395715,0.0492,-1.6722650977459022,-0.0027911886373331468,0.002698721238443667,0.0984,0.1968,False
d,0.05,Controls,0.0006663726105871,0.8149,0.8892649534261818,-0.001479937528846437,0.0014716731990547947,0.3702000000000001,0.3702000000000001,False
d,0.05,Coma,-0.0016139359911309242,0.0428,-1.7225004265947355,-0.0018144910354006467,0.0018586377896557908,0.0856,0.1712,False
d,0.1,Controls,0.0005162073512827736,0.8816,1.1749147908128603,-0.0008664687876376852,0.0008624996379664329,0.2367999999999999,0.2367999999999999,False
d,0.1,Coma,-0.0009205097652667271,0.0538,-1.6083818433363954,-0.0011407376704938082,0.0011394256279538932,0.1076,0.2152,False
d,0.15,Controls,0.00043578802773482664,0.9032,1.3124655358152268,-0.0006587180284151591,0.0006609816825874024,0.1936,0.1936,False
d,0.15,Coma,-0.0006723618560283145,0.067,-1.5151494790576838,-0.0008743303697013134,0.0008879838848133639,0.134,0.1936,False
d,0.2,Controls,0.0003942887548486971,0.924,1.4260479472461476,-0.0005396620361795048,0.0005388994628913358,0.1519999999999999,0.1606,False
d,0.2,Coma,-0.0005358176285099516,0.0803,-1.4169842147723812,-0.0007484600631297431,0.0007275855550475282,0.1606,0.1606,False
d,0.25,Controls,0.0003635729798561625,0.9339,1.5015722412215429,-0.00046567091167021806,0.0004825751037130464,0.1322000000000001,0.1888,False
d,0.25,Coma,-0.00045129669416624105,0.0944,-1.321945238437393,-0.0006734569829361703,0.0006575589972116915,0.1888,0.1888,False
d,0.3,Controls,0.000350701623526057,0.9435,1.5780213153501477,-0.0004238910661866591,0.0004373597795633867,0.11299999999999999,0.2122,False
d,0.3,Coma,-0.0003863557653140235,0.1061,-1.2418192783123194,-0.0006180195499891932,0.0006046451089548484,0.2122,0.2122,False
d,0.35,Controls,0.00033757779508942625,0.9487,1.6263738761839615,-0.0004018124818019478,0.00040326198260007333,0.10260000000000002,0.20520000000000005,False
d,0.35,Coma,-0.0003410236466983899,0.1259,-1.1424895587689698,-0.0005867549388807191,0.0006006640609450012,0.2518,0.2518,False
d,0.4,Controls,0.0003337156637180092,0.9542,1.7118595519565774,-0.00038249996074159724,0.0003830833699710159,0.0915999999999999,0.1831999999999998,False
d,0.4,Coma,-0.0003101919635899739,0.1488,-1.046545976051818,-0.000569309715756479,0.0005764741030456071,0.2976,0.2976,False
d,0.45,Controls,0.0003306952318258081,0.9559,1.711241117125863,-0.0003744478384017249,0.0003789939631532,0.08820000000000006,0.1764000000000001,False
d,0.45,Coma,-0.000289546199333901,0.1579,-1.0087386899537205,-0.00056242217490049,0.000562936793944259,0.3158,0.3158,False
d,0.5,Controls,0.0003279883414910647,0.957,1.7251944040168419,-0.0003780224605469124,0.0003751174418623836,0.08600000000000008,0.17200000000000015,False
d,0.5,Coma,-0.00027108641832626114,0.1739,-0.924680058078418,-0.0005736458318360205,0.0005709079973019294,0.3478,0.3478,False
