metric,cost,group,observed_slope,percentile,cohens_d,ci_low,ci_high,p_raw,p_fdr,significant_fdr
d,0.03,Controls,-0.0017400294739711728,0.2614,-0.6436556688913553,-0.0053546157926469525,0.005415710660622777,0.5228,0.5228,False
d,0.03,Coma,-0.0031519982463584623,0.1641,-0.9687629960904846,-0.006308269686286031,0.006364754150677876,0.3282,0.5228,False
d,0.05,Controls,-0.0005942152233239208,0.3669,-0.34447433571635416,-0.0033926614963532315,0.0034695129581429397,0.7338,0.7338,False
d,0.05,Coma,-0.00228698533271603,0.1278,-1.1147640050128387,-0.004024154763307263,0.00412896444687918,0.2556,0.5112,False
d,0.1,Controls,8.664384892360768e-05,0.5364,0.0944512382371489,-0.002043171604699874,0.001986114153397908,0.9272,0.9272,False
d,0.1,Coma,-0.0016956248360044698,0.0844,-1.3588084223532555,-0.0024230216360158026,0.002542086773865313,0.1688,0.3376,False
d,0.15,Controls,0.000297477303586602,0.6441,0.3773724755778738,-0.0015120707485946948,0.00152837776677979,0.7118,0.7118,False
d,0.15,Coma,-0.0014497054293525927,0.0688,-1.4764859835041022,-0.0019201977616340176,0.0019436850886441555,0.1376,0.2752,False
d,0.2,Controls,0.0003820039941751219,0.7261,0.6020840682085241,-0.0012369009826150414,0.00125640789988985,0.5478000000000001,0.5478000000000001,False
d,0.2,Coma,-0.0012727045061046017,0.0585,-1.5579823160867154,-0.001613268987504412,0.001593714341808655,0.117,0.234,False
d,0.25,Controls,0.00042005007105419003,0.778,0.7470318994088265,-0.001104755268433628,0.00111711835648357,0.44399999999999995,0.44399999999999995,False
d,0.25,Coma,-0.00114100462196533,0.065,-1.5252026535909233,-0.0014855800792016474,0.0014299613063381547,0.13,0.26,False
d,0.3,Controls,0.0004653063003595334,0.8164,0.9022269120684346,-0.0009729392642816209,0.0009961185500639439,0.36719999999999997,0.36719999999999997,False
d,0.3,Coma,-0.0010661283245492863,0.0548,-1.5751595748433762,-0.001321107086446332,0.001308526556046811,0.1096,0.2192,False
d,0.35,Controls,0.0004842175889169606,0.8577,1.050687033778432,-0.000914719304646225,0.0009166441316994218,0.28459999999999996,0.28459999999999996,False
d,0.35,Coma,-0.0010207063083825713,0.0521,-1.6200358746752113,-0.0012381114868801103,0.0012265687546198967,0.1042,0.2084,False
d,0.4,Controls,0.0005009223154723088,0.8657,1.0987312516782324,-0.0008590647111537561,0.0008867852525277579,0.26859999999999995,0.26859999999999995,False
d,0.4,Coma,-0.0009741554215615851,0.0573,-1.5909330179751835,-0.0011872669187390098,0.001224356907367415,0.1146,0.2292,False
d,0.45,Controls,0.0005228282745652004,0.8939,1.2223802272584647,-0.0008514032687372831,0.0008580003357146772,0.21219999999999994,0.21219999999999994,False
d,0.45,Coma,-0.0009408683081776224,0.0598,-1.5617610848283086,-0.0011934697496094396,0.0011865120957162778,0.1196,0.21219999999999994,False
d,0.5,Controls,0.0005472394213957979,0.9015,1.2794003272581835,-0.00083937196416107,0.000827280091634247,0.19700000000000006,0.19700000000000006,False
d,0.5,Coma,-0.0009055130174211045,0.0675,-1.4905632680105685,-0.0011753353813504983,0.001177408898842242,0.135,0.19700000000000006,False
