Cost,Coefficient,R^2,Pearson_r,Pearson_p,Spearman_r,Spearman_p
0.05,-0.06253212800710543,0.015395987748395346,-0.12408056958442687,0.17879519920295736,-0.1202220524947532,0.19279543268049745
0.1,-0.030617562651841842,0.003071290277570915,-0.05541922299681791,0.5494186852031392,-0.06625610457919182,0.47403646663016086
0.15,-0.030942823174972777,0.0027746636833767546,-0.052675076491418525,0.5693919786942306,-0.05355035011233801,0.5629842606016375
0.2,-0.04756662873511478,0.0062132129530533264,-0.07882393642195996,0.3941484166890203,-0.08117221856250109,0.3801678138244611
0.25,-0.06370845123915457,0.010116262114143515,-0.10057963071190647,0.2764293181259321,-0.09279371025347427,0.31550260764493493
0.3,-0.055122836484962065,0.006382877762971972,-0.07989291434772028,0.387746521696351,-0.06157119330583489,0.505919795511905
0.35,-0.05504652982361826,0.005840681628966005,-0.07642435232938462,0.4087470927485558,-0.0655072835329731,0.4790582554759565
0.4,-0.05341212260585138,0.00514367539630034,-0.07171942133272119,0.438276278648882,-0.0708115383661201,0.4441105192880822
0.45,-0.06282543747627066,0.006335185062663062,-0.07959387578616303,0.38953107027695744,-0.07032524088620487,0.4472534766106995
0.5,-0.052857427937150654,0.0041209567013347215,-0.06419467813872823,0.4879296656233285,-0.06047490435031517,0.5135382038511991
