,Mean,Median,Mode
2001,0.024274846671681165,0.026526374742388725,0.06034971475601192
2002,0.0456780308701955,0.04214625805616379,0.10536382347345347
2101,-0.09212192616312911,-0.04149707220494747,-0.029336069524288078
2102,-0.09481238902754943,-0.03942522779107094,0.008056070208549426
2111,0.2248542144208014,-0.13069793581962585,-0.5181270760297776
2112,0.4670933678483969,-0.06808511540293694,-0.5252236485481262
2201,-0.004932978018972848,0.002424006932415068,0.0270711314678192
2202,0.026739416647585855,0.017087409272789955,0.04647561401128775
2211,0.4871694916050425,0.07342912256717682,-0.6551715987920761
2212,0.5050223750997174,0.22107290476560593,-0.6081473213434219
2301,-0.06113672285987793,-0.09443389996886253,-0.08945886284112933
2302,0.042328725097722515,-0.06490269303321838,0.010938787162303898
2311,0.3976210118291745,0.07716068997979164,0.001918116807937631
2312,0.6022576737349321,0.10887681692838669,0.03674441576004028
2321,1.2529600053443644,0.9410883486270905,-0.11444085836410522
2322,1.6087367129728503,1.6239999532699585,-0.13527127414941792
2331,-0.02462087571962032,-0.03887278027832508,-0.06791870951652529
2332,0.02556200032993368,-0.007906867191195488,-0.05599101260304454
2401,0.10786835402362482,0.09268149733543396,0.02045672684907912
2402,0.06588792802093997,0.06288432329893112,0.06551199331879617
2501,-0.30009650257100523,-0.36151576042175293,-0.3921070298552513
2502,-0.21236979457589364,-0.23467515408992767,-0.2759572979807854
2601,-0.17328399629565291,-0.1047479659318924,-0.11249352067708968
2602,-0.209343844097287,-0.1192503534257412,-0.06816749274730682
2611,-0.2656948238468077,-0.24430787563323975,-0.18644911378622053
2612,-0.1990257504708291,-0.27071020007133484,-0.38562145531177516
3001,0.05516462682709695,0.03769228607416153,0.015024242401123045
3002,0.030802588603299385,0.014846245758235455,-0.012444095313549064
4001,-0.09785263454255007,-0.08543897420167923,-0.0576726537942886
4002,-0.09041623129854305,-0.08758214861154556,-0.08094474673271179
4011,-0.08079910863733204,-0.076644666492939,-0.04710053741931913
4012,-0.10287293072697429,-0.08330295979976654,-0.06561693876981733
4021,-0.16699354150350448,-0.1672797054052353,-0.05730611667037011
4022,-0.2974699494932914,-0.30406254529953003,-0.3326516315340996
4101,0.046870404564069386,-0.02188467513769865,-0.1196347817778588
4102,0.024918150886198018,-0.008304283954203129,-0.08888470977544788
4111,0.06092771254158712,-0.04468391835689545,-0.100506766140461
4112,0.039920605707862114,-0.030003531835973263,-0.0375844463706016
4201,-0.028723088013700056,-0.042284781113266945,-0.12221783891320229
4202,0.0808986758804613,0.028821068815886974,-0.026392185688018807
5001,-0.046061059381522995,-0.05109785497188568,-0.0982142978906631
5002,-0.11815803878465217,-0.11236689612269402,-0.09372160315513611
5011,-0.07304242742837837,-0.0672207735478878,-0.05075757950544363
5012,-0.07432123999316637,-0.07861501350998878,-0.07333566665649413
5021,-0.10075338432405043,-0.10709867998957634,-0.16215027943253524
5022,-0.07417410443823441,-0.08743209019303322,-0.057398898899555184
5101,-0.09258994143382379,-0.09471999108791351,-0.10537367492914201
5102,-0.05796515289773893,-0.06453466415405273,-0.10331393241882325
5401,-0.004852626443934502,-0.02482800930738449,0.004074050486087832
5402,-0.07584891135274886,-0.06606914475560188,-0.05418650954961779
6001,0.019528915791776687,0.01901566330343485,-0.017978253215551382
6002,0.0348687106478211,0.02730763703584671,-0.11342656344175334
6101,-0.049419192243166196,-0.04344701021909714,0.006359994411468506
6102,-0.04276424246518982,-0.034522753208875656,-0.0351620614528656
6201,-0.05323854663776478,-0.05078336223959923,-0.022784446179866802
6202,-0.051276839464577256,-0.049195367842912674,-0.0684696111083031
6211,-0.046035567833821844,-0.04091240279376507,-0.025069585442543035
6212,0.012728370396662173,-0.014073094353079796,-0.0761280508339405
6221,-0.05201081030069463,-0.05375254340469837,-0.06247458353638649
6222,-0.05751236509975542,-0.06261800974607468,-0.07251113951206209
6301,-0.009263666807679642,-0.004851457895711064,0.011511310935020447
6302,-0.061504272174644485,-0.035466814413666725,-0.023695556521415695
6401,0.07512546827268818,0.08809524402022362,0.11239461749792101
6402,0.17801475858494942,0.19585846364498138,0.2664864578843117
7001,0.01576107142451239,0.001974268932826817,0.014081878960132632
7002,0.021992322909851918,-0.012016422115266323,-0.1545850533246994
7011,0.15465190698783943,0.09147356078028679,0.05977226048707962
7012,0.17635087504476804,0.12235689163208008,0.04488158032298084
7021,0.11536118319171053,0.09189609438180923,-0.36613413244485854
7022,0.29052413251731635,0.20390520989894867,0.17555887430906297
7101,0.5806570578316,0.5163898468017578,0.5020503315329552
7102,0.7020476720426293,0.6185439825057983,0.49350321158766736
8101,-0.07991935423096856,-0.10864302888512611,-0.14156190723180773
8102,-0.00537445363563372,-0.03348854184150696,-0.038746665418148085
8111,-0.04589393354720606,-0.0639427974820137,-0.11580660492181777
8112,-0.05855076791579188,-0.0802929438650608,-0.1300181105732918
8121,0.5740866319498263,0.4205629229545593,-0.07512802779674532
8122,0.8098554601084977,0.7171221971511841,-0.016216828227043123
8201,0.19112615026016322,-0.028262030333280563,-0.10760279923677443
8202,-0.0073917051086101965,-0.06959616392850876,-0.06766151189804082
8301,-0.03862361610588814,-0.10885731503367424,-0.049762874841690063
8302,-0.10627006376620307,-0.11717984080314636,-0.06202034771442411
9001,-0.16729016205672245,-0.11581313237547874,-0.02150263845920558
9002,-0.1374657893716886,-0.10123098641633987,-0.018870357573032404
9021,0.005458826242990705,0.004445983096957207,-0.0019081136584282454
9022,0.023684424460663673,0.013148832134902477,0.03441907554864887
9051,0.04103341671606188,0.004839900881052017,0.01810004025697698
9052,0.07423365478048542,0.024931984022259712,0.03273871839046483
9100,0.025831044697644894,0.060383960604667664,0.19194734960794446
