region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
191,G_Temporal_Inf-3-R,29.45,38.0769,95.0,0.20334886029148036,False
192,G_Temporal_Inf-4-L,36.05,34.9231,129.5,1.0,False
193,G_Temporal_Inf-4-R,32.7,41.4615,114.5,0.5800230382923433,False
194,G_Temporal_Inf-5-L,7.7,14.6923,98.0,0.24255902315694378,False
195,G_Temporal_Inf-5-R,10.8,14.6154,137.0,0.8092701547082273,False
196,G_Temporal_Pole_Sup-1-L,6.7,16.3077,105.0,0.36032129622797204,False
197,G_Temporal_Pole_Sup-1-R,3.7,7.0,103.5,0.312495215139155,False
198,G_Temporal_Pole_Sup-2-L,7.55,4.5385,114.0,0.5474319328058529,False
199,G_Temporal_Pole_Sup-2-R,9.4,11.0,160.5,0.2649524713127719,False
200,G_Temporal_Pole_Mid-1-L,11.2,10.6154,125.0,0.867867314332694,False
201,G_Temporal_Pole_Mid-1-R,10.45,8.7692,149.5,0.4816645660804726,False
202,G_Temporal_Pole_Mid-2-L,1.0,1.0769,120.0,0.23866508081821725,False
203,G_Temporal_Pole_Mid-2-R,1.1,3.9231,110.0,0.2494762219979212,False
204,G_Temporal_Pole_Mid-3-L,2.7,11.5385,109.5,0.42724285580764854,False
205,G_Temporal_Pole_Mid-3-R,4.65,2.9231,181.5,0.05167060662233949,False
206,G_Frontal_Sup_Medial-1-L,13.3,19.7692,96.5,0.223617663490422,False
207,G_Frontal_Sup_Medial-1-R,16.15,28.3077,73.0,0.03726091555321366,False
208,G_Frontal_Sup_Medial-2-L,14.15,30.1538,61.5,0.012109226633286566,False
209,G_Frontal_Sup_Medial-2-R,19.05,34.3077,70.0,0.028206101727013776,False
210,G_Frontal_Sup_Medial-3-L,12.9,28.9231,79.0,0.06238167568171577,False
211,G_Frontal_Sup_Medial-3-R,13.05,24.3846,89.5,0.1384209181308755,False
212,S_Anterior_Rostral-1-L,10.05,19.0,112.0,0.5177108851606165,False
213,S_Anterior_Rostral-1-R,10.35,20.3846,78.5,0.059575761640054126,False
214,G_Frontal_Med_Orb-1-L,8.95,19.0769,77.0,0.05174846501505796,False
215,G_Frontal_Med_Orb-1-R,13.35,16.1538,99.0,0.25932610570529047,False
216,G_Frontal_Med_Orb-2-L,11.4,21.6154,93.5,0.18335466006141243,False
217,G_Frontal_Med_Orb-2-R,9.1,22.5385,71.0,0.03090840287121462,False
218,G_subcallosal-1-L,1.4,5.3077,92.5,0.10377972549770695,False
219,G_subcallosal-1-R,1.35,10.3077,100.5,0.188195515298754,False
220,G_Supp_Motor_Area-1-L,3.6,11.3077,96.5,0.20439173382761633,False
221,G_Supp_Motor_Area-1-R,7.1,12.1538,108.5,0.4350385313381523,False
222,G_Supp_Motor_Area-2-L,9.05,21.2308,47.5,0.002453254829323571,True
223,G_Supp_Motor_Area-2-R,8.2,11.0769,107.5,0.41332952015708957,False
224,G_Supp_Motor_Area-3-L,17.1,24.0769,96.0,0.21664189391118027,False
225,G_Supp_Motor_Area-3-R,28.0,31.9231,117.0,0.6447636972321605,False
226,S_Cingulate-1-L,12.4,12.1538,118.0,0.6711603665370585,False
227,S_Cingulate-1-R,15.55,13.6923,149.0,0.49483568884199025,False
228,S_Cingulate-2-L,18.95,15.0,159.0,0.29321132218939827,False
229,S_Cingulate-2-R,33.6,26.7692,163.0,0.23079044327429632,False
230,S_Cingulate-3-L,33.5,17.1538,200.0,0.010383578861273281,False
231,S_Cingulate-3-R,45.7,22.7692,204.0,0.006745546248155045,True
232,S_Cingulate-4-L,40.7,23.7692,190.0,0.028285315415665632,False
233,S_Cingulate-4-R,36.25,20.6154,191.5,0.024525995472599718,False
234,S_Cingulate-5-L,27.6,7.1538,225.5,0.0004424159122420012,True
235,S_Cingulate-5-R,29.05,11.1538,205.0,0.005919050940008613,True
236,S_Cingulate-6-L,42.4,11.9231,229.5,0.0002619516472517506,True
237,S_Cingulate-6-R,40.4,12.0,225.0,0.000494928017760947,True
238,S_Cingulate-7-L,36.85,13.8462,203.0,0.007508426595743976,False
239,S_Cingulate-7-R,36.35,16.4615,193.5,0.02015280830276818,False
240,G_Cingulum_Ant-1-L,8.5,9.0769,132.0,0.9556444994184923,False
241,G_Cingulum_Ant-1-R,10.1,20.0,93.0,0.17792714587576253,False
242,G_Cingulum_Ant-2-L,11.65,13.2308,135.0,0.8680212476457311,False
243,G_Cingulum_Ant-2-R,12.3,10.6923,143.0,0.6444586252501829,False
244,G_Cingulum_Mid-1-L,2.45,1.7692,151.5,0.37824658890803275,False
245,G_Cingulum_Mid-1-R,1.35,3.2308,131.0,0.9803542376826444,False
246,G_Cingulum_Mid-2-L,2.4,1.6154,124.0,0.8079071158610202,False
247,G_Cingulum_Mid-2-R,3.2,1.4615,138.5,0.7236093794692109,False
248,G_Cingulum_Mid-3-L,25.05,8.3846,205.0,0.00596931647301413,True
249,G_Cingulum_Mid-3-R,23.2,9.3846,197.5,0.013247874612786523,False
250,G_Cingulum_Post-1-L,7.2,7.7692,152.5,0.4130510585912093,False
251,G_Cingulum_Post-1-R,10.15,14.4615,141.0,0.6970244419419822,False
252,G_Cingulum_Post-2-L,14.2,6.6923,181.5,0.05788782155987272,False
253,G_Cingulum_Post-2-R,21.3,11.6923,181.5,0.0582931871245568,False
254,G_Cingulum_Post-3-L,2.55,3.8462,149.5,0.4158203472644417,False
255,G_Cingulum_Post-3-R,4.5,2.3077,151.0,0.4210449488230815,False
256,G_Paracentral_Lobule-1-L,15.85,5.3077,216.0,0.001559437030801807,True
257,G_Paracentral_Lobule-1-R,18.5,9.6923,185.0,0.043772849034456655,False
258,G_Paracentral_Lobule-2-L,32.25,23.4615,166.5,0.18431100941890255,False
259,G_Paracentral_Lobule-2-R,41.3,38.2308,145.0,0.5929624934324063,False
