region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
118,G_Occipital_Lat-1-L,12.7,9.3077,150.5,0.45916432504987725,False
119,G_Occipital_Lat-1-R,25.4,13.7692,175.5,0.0966519800545537,False
120,G_Occipital_Lat-2-L,18.9,14.7692,130.0,1.0,False
121,G_Occipital_Lat-2-R,34.45,15.7692,193.0,0.021228638921967517,False
122,G_Occipital_Lat-3-L,7.0,4.1538,116.5,0.6256823056923818,False
123,G_Occipital_Lat-3-R,5.9,11.0769,94.5,0.19386461638025987,False
124,G_Occipital_Lat-4-L,36.2,22.8462,186.0,0.04066941279467827,False
125,G_Occipital_Lat-4-R,38.4,25.1538,184.0,0.04865095433919961,False
126,G_Occipital_Lat-5-L,39.25,33.0769,149.0,0.4953051202343358,False
127,G_Occipital_Lat-5-R,52.65,37.1538,190.5,0.027010391911402535,False
128,G_Occipital_Sup-1-L,17.25,26.3846,91.5,0.1610734043580767,False
129,G_Occipital_Sup-1-R,13.4,15.7692,119.0,0.697873863119099,False
130,G_Occipital_Sup-2-L,18.6,15.5385,138.5,0.7678262037529047,False
131,G_Occipital_Sup-2-R,22.7,26.5385,115.0,0.5928696749014731,False
132,G_Occipital_Mid-1-L,36.5,27.6923,167.5,0.1724897961484,False
133,G_Occipital_Mid-1-R,47.25,35.7692,177.0,0.08656364708356218,False
134,G_Occipital_Mid-2-L,25.05,14.9231,172.5,0.12150790690995941,False
135,G_Occipital_Mid-2-R,36.7,30.6154,164.5,0.20986114452755633,False
136,G_Occipital_Mid-3-L,27.95,15.0769,191.0,0.025649648954833234,False
137,G_Occipital_Mid-3-R,13.2,25.0,77.0,0.052718991836537867,False
138,G_Occipital_Mid-4-L,29.2,13.8462,205.0,0.0059777165347609735,False
139,G_Occipital_Mid-4-R,37.35,26.9231,183.5,0.05056256296689784,False
140,G_Occipital_Inf-1-L,14.7,9.8462,165.5,0.19533587748221837,False
141,G_Occipital_Inf-1-R,20.5,13.5385,165.5,0.19650078739968835,False
142,G_Occipital_Inf-2-L,14.85,15.9231,110.0,0.47192136058713263,False
143,G_Occipital_Inf-2-R,34.55,26.5385,163.0,0.23082946429467455,False
144,G_Insula-anterior-1-L,6.85,3.7692,117.0,0.628000593620355,False
145,G_Insula-anterior-1-R,4.75,6.4615,89.5,0.1365852796235647,False
146,G_Insula-anterior-2-L,18.65,19.2308,128.5,0.9705356281711862,False
147,G_Insula-anterior-2-R,12.25,16.4615,101.5,0.3008698252669363,False
148,G_Insula-anterior-3-L,20.15,34.3846,68.0,0.023353599094993578,False
149,G_Insula-anterior-3-R,33.0,42.1538,86.0,0.10873341191366329,False
150,G_Insula-anterior-4-L,39.8,43.0769,121.5,0.7681092231197055,False
151,G_Insula-anterior-4-R,27.95,38.4615,80.0,0.06738081406180285,False
152,G_Insula-anterior-5-L,18.8,20.7692,120.0,0.7258644859287395,False
153,G_Insula-anterior-5-R,22.1,19.9231,118.5,0.6848713505983395,False
154,G_Insula-posterior-1-L,29.15,42.0769,81.5,0.07668074027458496,False
155,G_Insula-posterior-1-R,27.55,47.0769,57.5,0.007957612344619024,False
156,G_Rolandic_Oper-1-L,37.9,40.4615,117.5,0.6580234147520468,False
157,G_Rolandic_Oper-1-R,34.6,41.5385,102.0,0.31023360033098435,False
158,G_Rolandic_Oper-2-L,35.9,38.1538,119.0,0.6987161872453245,False
159,G_Rolandic_Oper-2-R,42.5,45.2308,111.5,0.5069612430015671,False
160,G_Temporal_Sup-1-L,10.35,12.6923,138.0,0.7810798313915054,False
161,G_Temporal_Sup-1-R,10.65,14.3077,139.0,0.7530892907943436,False
162,G_Temporal_Sup-2-L,23.4,23.6923,132.5,0.941195161036806,False
163,G_Temporal_Sup-2-R,21.8,17.6923,137.0,0.8104810032493857,False
164,G_Temporal_Sup-3-L,46.25,39.0769,161.0,0.26096557409797083,False
165,G_Temporal_Sup-3-R,36.3,39.6154,107.5,0.41734370618975836,False
166,G_Temporal_Sup-4-L,39.45,44.0,110.0,0.4722180578501671,False
167,G_Temporal_Sup-4-R,37.85,33.6154,158.5,0.30184279562607896,False
168,S_Sup_Temporal-1-L,9.25,15.5385,86.5,0.11237602781190245,False
169,S_Sup_Temporal-1-R,5.95,8.6923,136.0,0.8360573662178351,False
170,S_Sup_Temporal-2-L,32.25,23.0769,162.0,0.24549696514324904,False
171,S_Sup_Temporal-2-R,34.25,31.1538,155.5,0.3566790902918564,False
172,S_Sup_Temporal-3-L,40.4,37.5385,146.0,0.5677842831705993,False
173,S_Sup_Temporal-3-R,29.65,33.8462,111.0,0.49516081768024234,False
174,S_Sup_Temporal-4-L,38.25,43.5385,106.0,0.38622628127265113,False
175,S_Sup_Temporal-4-R,45.8,41.8462,142.0,0.6716785250144597,False
176,S_Sup_Temporal-5-L,36.25,39.0769,112.5,0.5305043507631799,False
177,S_Sup_Temporal-5-R,42.7,34.3846,171.0,0.1354573960323049,False
178,G_Temporal_Mid-1-L,19.95,21.2308,127.0,0.926525271135455,False
179,G_Temporal_Mid-1-R,17.5,14.7692,153.5,0.3955016478237351,False
180,G_Temporal_Mid-2-L,25.75,22.6923,153.0,0.4068379764426353,False
181,G_Temporal_Mid-2-R,28.9,29.8462,120.0,0.7261068213919879,False
182,G_Temporal_Mid-3-L,22.95,24.3077,129.0,0.985285057750896,False
183,G_Temporal_Mid-3-R,19.25,19.7692,141.0,0.6983560538772533,False
184,G_Temporal_Mid-4-L,36.5,32.0769,157.5,0.3193967295114615,False
185,G_Temporal_Mid-4-R,25.25,26.2308,126.5,0.9119219432242326,False
186,G_Temporal_Inf-1-L,38.5,35.0769,142.0,0.6716009571363355,False
187,G_Temporal_Inf-1-R,29.55,21.1538,172.0,0.12600656619150552,False
188,G_Temporal_Inf-2-L,38.4,38.5385,134.0,0.8973433902606587,False
189,G_Temporal_Inf-2-R,33.8,25.7692,164.5,0.21009003423180128,False
190,G_Temporal_Inf-3-L,21.55,24.3846,137.5,0.7962623994879884,False
191,G_Temporal_Inf-3-R,28.6,28.8462,134.0,0.8973689966715028,False
192,G_Temporal_Inf-4-L,33.9,21.0769,180.0,0.06795664563344488,False
193,G_Temporal_Inf-4-R,18.0,12.1538,159.5,0.28393621905654265,False
194,G_Temporal_Inf-5-L,13.25,13.5385,144.5,0.6052603182727027,False
195,G_Temporal_Inf-5-R,15.3,17.6154,107.0,0.40652374328204943,False
196,G_Temporal_Pole_Sup-1-L,5.75,7.0,109.0,0.4444596358875721,False
197,G_Temporal_Pole_Sup-1-R,6.25,5.0769,148.0,0.5139707357679317,False
198,G_Temporal_Pole_Sup-2-L,7.7,9.0,123.5,0.8222451796908802,False
199,G_Temporal_Pole_Sup-2-R,10.05,5.7692,161.0,0.2568282586063433,False
200,G_Temporal_Pole_Mid-1-L,22.0,16.5385,145.0,0.5927767930948349,False
201,G_Temporal_Pole_Mid-1-R,13.05,16.1538,133.0,0.9264576793572534,False
202,G_Temporal_Pole_Mid-2-L,2.65,2.0769,122.5,0.758394408613781,False
203,G_Temporal_Pole_Mid-2-R,5.8,7.7692,138.0,0.7731501091769146,False
204,G_Temporal_Pole_Mid-3-L,10.25,5.9231,164.0,0.2142086019554429,False
205,G_Temporal_Pole_Mid-3-R,9.05,10.0,157.0,0.32558933911866395,False
206,G_Frontal_Sup_Medial-1-L,34.5,24.3077,179.5,0.07061951308911132,False
207,G_Frontal_Sup_Medial-1-R,34.7,25.8462,172.5,0.12150790690995941,False
208,G_Frontal_Sup_Medial-2-L,27.8,20.9231,165.5,0.19646327252256846,False
209,G_Frontal_Sup_Medial-2-R,18.2,19.3077,136.0,0.8392831771178738,False
210,G_Frontal_Sup_Medial-3-L,19.2,20.2308,126.0,0.8972064982947003,False
211,G_Frontal_Sup_Medial-3-R,22.55,26.6923,112.0,0.5187988582908745,False
212,S_Anterior_Rostral-1-L,37.5,27.5385,170.0,0.14534222859522528,False
213,S_Anterior_Rostral-1-R,28.05,30.3077,129.0,0.9852949059953124,False
214,G_Frontal_Med_Orb-1-L,12.85,9.2308,166.0,0.1895514065943894,False
215,G_Frontal_Med_Orb-1-R,14.75,10.4615,174.0,0.10781564070245807,False
216,G_Frontal_Med_Orb-2-L,20.35,26.4615,102.0,0.3101524878857179,False
217,G_Frontal_Med_Orb-2-R,11.1,22.9231,83.0,0.08624772989218914,False
218,G_subcallosal-1-L,21.3,11.5385,193.0,0.020904990975552536,False
219,G_subcallosal-1-R,23.35,11.0769,203.5,0.007067387118867602,False
220,G_Supp_Motor_Area-1-L,12.4,11.3846,135.0,0.867745988158743,False
221,G_Supp_Motor_Area-1-R,10.8,10.0,122.5,0.7958943377516939,False
222,G_Supp_Motor_Area-2-L,9.0,12.3846,129.0,0.9852355179965865,False
